symbol,date,close,high,low,open,volume
ML,2023-12-04,43.12,43.88,41.165,42.52,193236.0
LYT,2023-12-04,0.1475,0.1489,0.1427,0.1449,129730.0
AGR,2023-12-04,31.86,32.22,31.57,31.6,971657.0
LYT,2023-12-05,0.1589,0.166,0.1462,0.149,714419.0
ML,2023-12-05,42.89,44.2375,42.035,42.8,156023.0
ARHS,2023-12-05,9.46,9.62,9.25,9.45,881660.0
AGR,2023-12-05,31.82,31.89,31.46,31.76,693352.0
ML,2023-12-06,42.65,45.78,41.64,44.4,159043.0
ARHS,2023-12-06,9.31,9.65,9.2992,9.62,392839.0
AGR,2023-12-06,32.4,32.48,31.87,32.0,1022282.0
LYT,2023-12-06,0.1432,0.1545,0.1431,0.152,206801.0
LYT,2023-12-07,0.144,0.1525,0.139,0.1412,356523.0
AGR,2023-12-07,32.29,32.652,32.1775,32.5,798081.0
ML,2023-12-07,43.11,44.3,41.445,42.32,127830.0
ARHS,2023-12-07,9.44,9.47,9.19,9.35,721787.0
AGR,2023-12-08,32.07,32.48,31.75,32.22,556243.0
ML,2023-12-08,45.0,45.23,41.39,42.98,130702.0
LYT,2023-12-08,0.1475,0.1498,0.14,0.149,139025.0
ARHS,2023-12-08,9.37,9.395,9.2,9.36,641574.0
AGR,2023-12-11,31.94,32.0801,31.75,31.88,856910.0
LYT,2023-12-11,0.1401,0.148,0.13,0.148,122201.0
ARHS,2023-12-11,9.685,9.835,9.4,9.41,809245.0
ML,2023-12-11,41.75,46.09,41.55,45.36,109798.0
AGR,2023-12-12,31.7,31.89,31.32,31.89,831658.0
LYT,2023-12-12,0.1349,0.1438,0.1348,0.1438,59342.0
ARHS,2023-12-12,9.56,9.72,9.465,9.68,463178.0
ML,2023-12-12,47.08,48.25,42.49,43.56,176181.0
ML,2023-12-13,49.97,51.285,47.5,49.53,174395.0
LYT,2023-12-13,0.1283,0.1375,0.1186,0.13,183314.0
ARHS,2023-12-13,9.94,9.94,9.255,9.5,864145.0
AGR,2023-12-13,33.36,33.46,31.5801,31.77,1233792.0
AGR,2023-12-14,33.99,34.685,33.63,33.76,1500455.0
LYT,2023-12-14,0.1287,0.1399,0.1202,0.128,242566.0
ARHS,2023-12-14,10.73,10.75,9.87,10.0,2125868.0
ML,2023-12-14,47.51,51.47,46.78,50.72,154609.0
ML,2023-12-15,50.69,51.53,46.96,47.0,152991.0
LYT,2023-12-15,0.1215,0.129,0.1111,0.129,364093.0
ARHS,2023-12-15,10.76,10.77,10.48,10.75,1032298.0
AGR,2023-12-15,32.86,33.805,32.6,33.78,1093912.0
AGR,2023-12-18,32.35,33.03,32.31,32.99,560754.0
LYT,2023-12-18,0.1158,0.1339,0.1111,0.1256,421057.0
ML,2023-12-18,49.94,52.52,49.1,52.52,109020.0
ARHS,2023-12-18,10.84,10.85,10.63,10.77,1189070.0
AGR,2023-12-19,32.54,32.755,32.34,32.51,836732.0
ML,2023-12-19,51.41,54.5178,51.01,51.01,240914.0
ARHS,2023-12-19,11.09,11.15,10.795,10.88,978759.0
LYT,2023-12-19,0.1186,0.12,0.109,0.1186,419972.0
LYT,2023-12-20,0.105,0.1175,0.1041,0.1047,233738.0
AGR,2023-12-20,32.13,32.97,32.1,32.49,958382.0
ML,2023-12-20,52.01,57.8099,51.0,52.46,195580.0
ARHS,2023-12-20,10.91,11.45,10.87,11.09,1828599.0
ARHS,2023-12-21,11.35,11.38,11.01,11.09,718517.0
AGR,2023-12-21,32.42,32.63,32.13,32.2,619618.0
LYT,2023-12-21,0.1145,0.1162,0.1041,0.1102,558230.0
ML,2023-12-21,56.23,58.25,52.9972,54.0,176675.0
ARHS,2023-12-22,11.52,11.56,11.275,11.34,488901.0
LYT,2023-12-22,0.112,0.12,0.1052,0.12,343124.0
ML,2023-12-22,59.74,65.12,59.04,61.78,264958.0
AGR,2023-12-22,32.34,33.08,32.33,32.65,419576.0
AGR,2023-12-26,32.59,32.743,32.39,32.39,462051.0
LYT,2023-12-26,0.1115,0.1174,0.1066,0.1174,186574.0
ML,2023-12-26,64.66,64.82,59.5,60.45,154933.0
ARHS,2023-12-26,11.88,11.89,11.48,11.56,909731.0
ARHS,2023-12-27,11.93,12.01,11.685,11.87,702224.0
AGR,2023-12-27,32.4,32.71,32.375,32.57,503521.0
ML,2023-12-27,64.49,66.0,61.665,65.85,159017.0
LYT,2023-12-27,0.1105,0.1122,0.1025,0.11,231880.0
ARHS,2023-12-28,12.06,12.07,11.875,11.88,656842.0
AGR,2023-12-28,32.77,32.825,32.23,32.23,539697.0
ML,2023-12-28,65.35,66.47,62.57,64.75,174738.0
LYT,2023-12-28,0.119,0.12,0.1081,0.1124,291279.0
ARHS,2023-12-29,11.85,12.15,11.82,12.07,686955.0
AGR,2023-12-29,32.41,32.665,32.25,32.53,463571.0
ML,2023-12-29,62.69,66.32,60.93,65.0,156699.0
LYT,2023-12-29,0.111,0.1185,0.107,0.1185,233719.0
AGR,2024-01-02,33.31,33.81,32.3,32.31,1054896.0
LYT,2024-01-02,0.1169,0.12,0.1082,0.111,251536.0
ML,2024-01-02,62.16,63.75,60.1,61.35,210200.0
ARHS,2024-01-02,11.67,11.92,11.54,11.74,826969.0
LYT,2024-01-03,0.1182,0.122,0.105,0.116,584510.0
ML,2024-01-03,61.31,63.88,59.93,60.28,160649.0
AGR,2024-01-03,33.63,33.68,32.81,33.12,870809.0
ARHS,2024-01-03,11.35,11.68,11.12,11.45,1159522.0
LYT,2024-01-04,0.1148,0.1158,0.107,0.1147,567636.0
AGR,2024-01-04,33.47,33.9711,33.45,33.85,537781.0
ML,2024-01-04,63.4,65.94,60.915,60.99,192373.0
ARHS,2024-01-04,11.05,11.4,10.84,11.3,1913022.0
ML,2024-01-05,63.24,65.1,61.63,62.6,179515.0
ARHS,2024-01-05,11.35,11.42,10.9,11.04,898890.0
AGR,2024-01-05,33.86,34.14,33.2014,33.39,686563.0
LYT,2024-01-05,0.1074,0.1121,0.101,0.1112,183690.0
ARHS,2024-01-08,11.47,11.61,11.32,11.32,638424.0
LYT,2024-01-08,0.1046,0.1156,0.101,0.1077,212800.0
AGR,2024-01-08,34.1,34.2,33.59,33.68,496500.0
ML,2024-01-08,65.13,66.9845,61.29,62.82,176849.0
ARHS,2024-01-09,11.2,11.47,11.2,11.29,698316.0
AGR,2024-01-09,33.94,34.08,33.43,33.72,659554.0
LYT,2024-01-09,0.1013,0.1093,0.1001,0.1035,182920.0
ML,2024-01-09,63.96,65.15,62.8562,64.79,120543.0
ML,2024-01-10,59.4,65.78,57.81,63.92,317468.0
ARHS,2024-01-10,10.79,11.21,10.755,11.2,1453604.0
LYT,2024-01-10,0.109,0.1123,0.0957,0.1045,482248.0
AGR,2024-01-10,33.59,33.98,33.57,33.89,589383.0
ARHS,2024-01-11,10.75,10.85,10.405,10.7,1160133.0
AGR,2024-01-11,32.63,33.425,32.47,33.31,1023017.0
ML,2024-01-11,56.07,58.36,49.76,58.36,369752.0
LYT,2024-01-11,0.0999,0.1098,0.096,0.1057,258066.0
LYT,2024-01-12,0.1002,0.1024,0.093,0.1,292711.0
AGR,2024-01-12,32.83,33.11,32.72,32.94,421705.0
ML,2024-01-12,57.8,59.9,54.81,56.28,207740.0
ARHS,2024-01-12,10.7,10.96,10.57,10.75,728377.0
ARHS,2024-01-16,11.07,11.085,10.62,10.67,584877.0
AGR,2024-01-16,31.9,32.67,31.79,32.6,869414.0
ML,2024-01-16,56.53,58.33,54.0,54.77,143097.0
LYT,2024-01-16,0.0992,0.1068,0.098,0.102,391020.0
AGR,2024-01-17,31.27,31.965,30.96,31.56,644393.0
ARHS,2024-01-17,11.12,11.13,10.83,10.96,527434.0
ML,2024-01-17,54.99,57.255,54.55,54.79,96720.0
LYT,2024-01-17,0.0946,0.144,0.0887,0.099,6612158.0
AGR,2024-01-18,30.88,31.25,30.66,31.15,907089.0
ARHS,2024-01-18,11.36,11.38,11.1275,11.26,734311.0
ML,2024-01-18,51.11,54.99,50.42,54.45,223406.0
LYT,2024-01-18,0.12,0.223,0.115,0.1948,219877668.0
AGR,2024-01-19,30.99,31.11,30.57,31.06,1205204.0
ML,2024-01-19,48.69,51.21,47.2718,51.21,172485.0
LYT,2024-01-19,0.1026,0.1118,0.0951,0.1118,13159429.0
ARHS,2024-01-19,11.69,11.69,11.225,11.42,496198.0
LYT,2024-01-22,0.1102,0.15,0.107,0.1285,77053905.0
AGR,2024-01-22,31.02,31.43,30.83,30.99,714725.0
ML,2024-01-22,50.68,51.09,47.13,49.35,175650.0
ARHS,2024-01-22,11.93,11.95,11.72,11.79,608241.0
ML,2024-01-23,48.61,51.88,47.4,51.64,117576.0
LYT,2024-01-23,0.1008,0.116,0.099,0.1137,20676737.0
ARHS,2024-01-23,12.13,12.19,11.91,11.95,856020.0
AGR,2024-01-23,30.96,31.36,30.68,31.16,909464.0
AGR,2024-01-24,29.91,31.305,29.88,31.27,1307489.0
ML,2024-01-24,47.38,50.57,46.92,50.07,107408.0
LYT,2024-01-24,0.099,0.1075,0.091,0.097,14049591.0
ARHS,2024-01-24,11.65,12.645,11.575,12.25,1931822.0
ARHS,2024-01-25,12.32,12.335,11.78,11.88,954728.0
ML,2024-01-25,47.94,48.9,46.55,48.62,74394.0
LYT,2024-01-25,0.099,0.104,0.0911,0.092,11465659.0
AGR,2024-01-25,30.72,30.73,30.055,30.43,966644.0
ML,2024-01-26,48.83,49.23,46.99,48.23,96728.0
ARHS,2024-01-26,12.14,12.57,12.08,12.35,582293.0
LYT,2024-01-26,0.096,0.102,0.091,0.0945,5457028.0
AGR,2024-01-26,30.44,30.95,30.365,30.86,525079.0
LYT,2024-01-29,0.0866,0.0986,0.0823,0.0955,5870368.0
ARHS,2024-01-29,12.13,12.275,11.99,12.21,562241.0
AGR,2024-01-29,30.75,30.9,30.235,30.46,483232.0
ML,2024-01-29,51.15,51.8099,48.32,49.23,150224.0
ARHS,2024-01-30,12.24,12.25,11.865,12.03,838404.0
ML,2024-01-30,45.84,51.9362,44.571,51.17,174277.0
AGR,2024-01-30,30.67,30.97,30.3426,30.59,439486.0
LYT,2024-01-30,0.0805,0.0843,0.0771,0.084,17206527.0
AGR,2024-01-31,30.38,31.06,30.26,30.95,682692.0
LYT,2024-01-31,0.102,0.142,0.096,0.1228,104200418.0
ARHS,2024-01-31,11.69,12.22,11.69,12.16,557410.0
ML,2024-01-31,46.11,47.26,44.71,45.09,105244.0
ML,2024-02-01,45.34,46.42,43.8117,46.42,60960.0
ARHS,2024-02-01,11.93,11.99,11.555,11.82,366029.0
LYT,2024-02-01,0.1,0.1,0.0866,0.0955,11900312.0
AGR,2024-02-01,31.44,31.605,30.21,30.39,939472.0
LYT,2024-02-02,0.0919,0.099,0.0918,0.0943,4648752.0
AGR,2024-02-02,30.98,31.24,30.54,30.88,888614.0
ML,2024-02-02,45.55,46.28,43.81,44.06,67095.0
ARHS,2024-02-02,11.85,11.92,11.525,11.79,654136.0
ML,2024-02-05,48.95,50.31,45.45,46.18,130946.0
ARHS,2024-02-05,11.43,11.79,11.425,11.61,433560.0
LYT,2024-02-05,0.0846,0.0904,0.0811,0.0903,3771381.0
AGR,2024-02-05,30.35,30.64,30.16,30.54,722696.0
AGR,2024-02-06,30.3,30.49,30.17,30.27,700444.0
ARHS,2024-02-06,11.68,11.87,11.38,11.51,782092.0
ML,2024-02-06,47.87,49.8936,46.165,48.93,95785.0
LYT,2024-02-06,0.0814,0.0827,0.0777,0.08,3670284.0
LYT,2024-02-07,0.0773,0.081,0.0753,0.0782,2688369.0
ARHS,2024-02-07,11.59,11.83,11.385,11.71,702570.0
AGR,2024-02-07,30.42,30.53,29.95,30.4,614392.0
ML,2024-02-07,48.03,48.6,45.97,48.1,108608.0
LYT,2024-02-08,0.0839,0.087,0.0702,0.0758,6582043.0
ARHS,2024-02-08,12.0,12.2,11.57,11.62,818147.0
AGR,2024-02-08,30.02,30.31,29.76,30.23,511094.0
ML,2024-02-08,48.95,50.54,47.95,48.31,102088.0
ARHS,2024-02-09,12.15,12.15,11.95,12.14,336486.0
ML,2024-02-09,49.44,49.81,48.09,49.63,73209.0
LYT,2024-02-09,0.078,0.0871,0.0757,0.0871,2151760.0
AGR,2024-02-09,30.38,30.47,29.89,29.99,480903.0
ARHS,2024-02-12,12.74,12.8,12.1,12.16,697663.0
ML,2024-02-12,49.35,50.98,48.14,49.41,89928.0
AGR,2024-02-12,30.98,31.05,30.38,30.43,441136.0
LYT,2024-02-12,0.0773,0.0788,0.072,0.078,2867136.0
ML,2024-02-13,46.52,47.76,44.76,47.76,87833.0
ARHS,2024-02-13,12.22,12.5063,11.995,12.31,944311.0
AGR,2024-02-13,30.23,30.84,29.71,30.61,896983.0
LYT,2024-02-13,0.0756,0.0777,0.0732,0.0777,2251795.0
ARHS,2024-02-14,12.75,12.75,12.3709,12.49,751210.0
ML,2024-02-14,48.54,48.84,47.0,48.32,82697.0
AGR,2024-02-14,30.42,30.575,30.11,30.4,833935.0
LYT,2024-02-14,0.076,0.0766,0.0716,0.074,2496850.0
ARHS,2024-02-15,12.95,12.97,12.69,12.82,606978.0
AGR,2024-02-15,31.16,31.37,30.61,30.61,880223.0
ML,2024-02-15,50.19,50.4366,48.41,49.05,137842.0
LYT,2024-02-15,0.0676,0.0735,0.0658,0.071,6421390.0
LYT,2024-02-16,0.0666,0.07,0.0614,0.07,4413137.0
ARHS,2024-02-16,13.06,13.14,12.64,12.89,643505.0
ML,2024-02-16,52.35,52.64,48.5,50.02,220341.0
AGR,2024-02-16,31.63,31.66,30.855,31.07,1085141.0
AGR,2024-02-20,31.41,31.825,31.2139,31.46,922638.0
ARHS,2024-02-20,12.83,13.0,12.595,12.81,661039.0
ML,2024-02-20,51.13,52.64,50.41,52.64,65616.0
LYT,2024-02-20,0.0685,0.072,0.0655,0.067,3774013.0
ML,2024-02-21,46.67,50.67,46.1,50.4,134761.0
LYT,2024-02-21,3.222,4.26,2.94,4.17,163801.93333333338
AGR,2024-02-21,31.97,31.98,31.32,31.32,686393.0
ARHS,2024-02-21,12.69,12.875,12.61,12.71,508948.0
ARHS,2024-02-22,13.04,13.055,12.79,12.81,631354.0
ML,2024-02-22,47.21,48.75,46.69,46.69,75326.0
LYT,2024-02-22,2.934,3.0,2.73,2.988,160227.90000000005
AGR,2024-02-22,31.87,31.935,31.08,31.43,1382969.0
ML,2024-02-23,48.55,49.15,46.56,46.99,59832.0
AGR,2024-02-23,32.08,32.37,31.74,31.91,940943.0
ARHS,2024-02-23,13.2,13.31,13.02,13.12,598608.0
LYT,2024-02-23,3.35,3.62,2.75,3.26,636343.0
AGR,2024-02-26,30.93,31.935,30.84,31.81,679601.0
LYT,2024-02-26,2.95,3.26,2.8001,3.13,240041.0
ML,2024-02-26,52.07,52.67,48.06,48.06,93567.0
ARHS,2024-02-26,13.43,13.46,13.04,13.23,453577.0
AGR,2024-02-27,31.62,31.64,31.01,31.21,528609.0
LYT,2024-02-27,2.77,2.95,2.65,2.93,115822.0
ML,2024-02-27,52.16,53.0,50.9403,52.68,89867.0
ARHS,2024-02-27,13.47,13.775,13.44,13.5,774949.0
ML,2024-02-28,49.36,52.49,49.34,52.15,66976.0
AGR,2024-02-28,31.43,31.59,31.31,31.45,636958.0
LYT,2024-02-28,2.69,2.72,2.51,2.72,77593.0
ARHS,2024-02-28,13.2,13.44,13.19,13.29,389270.0
ARHS,2024-02-29,13.22,13.5299,13.2,13.36,508820.0
LYT,2024-02-29,2.66,2.7599,2.6,2.65,53493.0
ML,2024-02-29,50.04,51.3818,49.78,50.12,59222.0
AGR,2024-02-29,31.13,31.41,30.9,31.23,639720.0
LYT,2024-03-01,3.1,3.66,2.5611,2.69,973024.0
ML,2024-03-01,51.86,51.86,48.61,50.57,121219.0
ARHS,2024-03-01,13.1,13.36,13.025,13.36,630077.0
AGR,2024-03-01,31.13,31.15,30.61,31.08,584894.0
ML,2024-03-04,50.06,52.8238,49.0301,52.25,96727.0
ARHS,2024-03-04,12.73,13.335,12.73,13.12,788132.0
AGR,2024-03-04,32.04,32.18,31.0,31.0,1006894.0
LYT,2024-03-04,2.625,3.07,2.61,2.94,109899.0
ML,2024-03-05,50.28,52.67,49.58,49.69,166085.0
LYT,2024-03-05,2.43,2.63,2.22,2.44,113900.0
AGR,2024-03-05,31.77,32.405,31.63,32.14,675359.0
ARHS,2024-03-05,12.93,13.14,12.51,12.69,1245225.0
ML,2024-03-06,52.55,52.66,50.35,51.11,192143.0
LYT,2024-03-06,2.31,2.5,2.26,2.37,4434724.0
ARHS,2024-03-06,12.82,13.25,12.605,13.11,1631813.0
AGR,2024-03-06,32.08,32.39,31.92,32.1,659052.0
ARHS,2024-03-07,14.37,15.59,13.8,14.0,3614594.0
AGR,2024-03-07,36.24,36.305,35.75,35.8,5317215.0
ML,2024-03-07,67.36,70.8623,58.4101,59.46,764686.0
LYT,2024-03-07,8.7,18.6216,8.05,9.516,75316515.0
