close,high,low,open,priceDate,symbol,volume,id,key,subkey,date,updated,changeOverTime,marketChangeOverTime,uOpen,uClose,uHigh,uLow,uVolume,fOpen,fClose,fHigh,fLow,fVolume,label,change,changePercent,Ticker
27.45,28.38,27.39,27.92,2023-09-18,IOT,2086320,HISTORICAL_PRICES,IOT,,2023-09-18,1695085241000,-0.11251212415130943,-0.11251212415130943,27.92,27.45,28.38,27.39,2086320,27.92,27.45,28.38,27.39,2086320,"Sep 18, 23",-0.6900000000000013,-0.0245,IOT
27.15,27.28,25.91,27.28,2023-09-19,IOT,4494671,HISTORICAL_PRICES,IOT,,2023-09-19,1695171638000,-0.12221144519883612,-0.12221144519883612,27.28,27.15,27.28,25.91,4494671,27.28,27.15,27.28,25.91,4494671,"Sep 19, 23",-0.3000000000000007,-0.0109,IOT
25.22,27.36,25.15,27.15,2023-09-20,IOT,4509703,HISTORICAL_PRICES,IOT,,2023-09-20,1695258076000,-0.18461041060459105,-0.18461041060459105,27.15,25.22,27.36,25.15,4509703,27.15,25.22,27.36,25.15,4509703,"Sep 20, 23",-1.9299999999999997,-0.0711,IOT
23.55,25.1,23.41,24.33,2023-09-21,IOT,4943057,HISTORICAL_PRICES,IOT,,2023-09-21,1695344428000,-0.23860329776915612,-0.23860329776915612,24.33,23.55,25.1,23.41,4943057,24.33,23.55,25.1,23.41,4943057,"Sep 21, 23",-1.6699999999999982,-0.0662,IOT
23.13,23.84,23.04,23.6,2023-09-22,IOT,3734853,HISTORICAL_PRICES,IOT,,2023-09-22,1695432632000,-0.25218234723569355,-0.25218234723569355,23.6,23.13,23.84,23.04,3734853,23.6,23.13,23.84,23.04,3734853,"Sep 22, 23",-0.4200000000000017,-0.0178,IOT
23.61,23.94,22.7,22.79,2023-09-25,IOT,2561990,HISTORICAL_PRICES,IOT,,2023-09-25,1695690013000,-0.23666343355965083,-0.23666343355965083,22.79,23.61,23.94,22.7,2561990,22.79,23.61,23.94,22.7,2561990,"Sep 25, 23",0.4800000000000004,0.0208,IOT
23.54,23.6,23.21,23.3,2023-09-26,IOT,2154828,HISTORICAL_PRICES,IOT,,2023-09-26,1695776445000,-0.2389266084707404,-0.2389266084707404,23.3,23.54,23.6,23.21,2154828,23.3,23.54,23.6,23.21,2154828,"Sep 26, 23",-0.07000000000000028,-0.003,IOT
24.91,25.41,23.82,23.82,2023-09-27,IOT,4405190,HISTORICAL_PRICES,IOT,,2023-09-27,1695862856000,-0.1946330423537019,-0.1946330423537019,23.82,24.91,25.41,23.82,4405190,23.82,24.91,25.41,23.82,4405190,"Sep 27, 23",1.370000000000001,0.0582,IOT
25.0,25.27,24.49,24.71,2023-09-28,IOT,2266345,HISTORICAL_PRICES,IOT,,2023-09-28,1695952855000,-0.1917232460394439,-0.1917232460394439,24.71,25.0,25.27,24.49,2266345,24.71,25.0,25.27,24.49,2266345,"Sep 28, 23",0.08999999999999986,0.0036,IOT
25.21,25.71,24.945,25.28,2023-09-29,IOT,1749283,HISTORICAL_PRICES,IOT,,2023-09-29,1696037431000,-0.1849337213061752,-0.1849337213061752,25.28,25.21,25.71,24.945,1749283,25.28,25.21,25.71,24.945,1749283,"Sep 29, 23",0.21000000000000085,0.0084,IOT
25.43,25.885,25.19,25.22,2023-10-02,IOT,1552805,HISTORICAL_PRICES,IOT,,2023-10-02,1696296630000,-0.17782088587132233,-0.17782088587132233,25.22,25.43,25.885,25.19,1552805,25.22,25.43,25.885,25.19,1552805,"Oct 2, 23",0.21999999999999886,0.0087,IOT
24.27,25.41,24.1,25.3,2023-10-03,IOT,3201529,HISTORICAL_PRICES,IOT,,2023-10-03,1696383031000,-0.21532492725509214,-0.21532492725509214,25.3,24.27,25.41,24.1,3201529,25.3,24.27,25.41,24.1,3201529,"Oct 3, 23",-1.1600000000000001,-0.0456,IOT
24.69,24.79,23.875,24.42,2023-10-04,IOT,2320136,HISTORICAL_PRICES,IOT,,2023-10-04,1696467645000,-0.20174587778855474,-0.20174587778855474,24.42,24.69,24.79,23.875,2320136,24.42,24.69,24.79,23.875,2320136,"Oct 4, 23",0.4200000000000017,0.0173,IOT
24.39,24.65,23.83,24.49,2023-10-05,IOT,2117485,HISTORICAL_PRICES,IOT,,2023-10-05,1696554085000,-0.21144519883608145,-0.21144519883608145,24.49,24.39,24.65,23.83,2117485,24.49,24.39,24.65,23.83,2117485,"Oct 5, 23",-0.3000000000000007,-0.0122,IOT
25.7,25.98,23.88,23.88,2023-10-06,IOT,2683464,HISTORICAL_PRICES,IOT,,2023-10-06,1696642251000,-0.16909149692854836,-0.16909149692854836,23.88,25.7,25.98,23.88,2683464,23.88,25.7,25.98,23.88,2683464,"Oct 6, 23",1.3099999999999987,0.0537,IOT
25.58,25.818,25.03,25.19,2023-10-09,IOT,1356147,HISTORICAL_PRICES,IOT,,2023-10-09,1696899638000,-0.17297122534755904,-0.17297122534755904,25.19,25.58,25.818,25.03,1356147,25.19,25.58,25.818,25.03,1356147,"Oct 9, 23",-0.120000000000001,-0.0047,IOT
25.04,26.24,24.92,25.5,2023-10-10,IOT,2846765,HISTORICAL_PRICES,IOT,,2023-10-10,1696986044000,-0.19043000323310705,-0.19043000323310705,25.5,25.04,26.24,24.92,2846765,25.5,25.04,26.24,24.92,2846765,"Oct 10, 23",-0.5399999999999991,-0.0211,IOT
25.43,26.09,25.07,25.63,2023-10-11,IOT,1795656,HISTORICAL_PRICES,IOT,,2023-10-11,1697072459000,-0.17782088587132233,-0.17782088587132233,25.63,25.43,26.09,25.07,1795656,25.63,25.43,26.09,25.07,1795656,"Oct 11, 23",0.39000000000000057,0.0156,IOT
24.65,25.67,24.335,25.48,2023-10-12,IOT,1648330,HISTORICAL_PRICES,IOT,,2023-10-12,1697164245000,-0.20303912059489174,-0.20303912059489174,25.48,24.65,25.67,24.335,1648330,25.48,24.65,25.67,24.335,1648330,"Oct 12, 23",-0.7800000000000011,-0.0307,IOT
23.46,24.5187,22.74,24.2,2023-10-13,IOT,2797597,HISTORICAL_PRICES,IOT,,2023-10-13,1697247015000,-0.24151309408341412,-0.24151309408341412,24.2,23.46,24.5187,22.74,2797597,24.2,23.46,24.5187,22.74,2797597,"Oct 13, 23",-1.1899999999999977,-0.0483,IOT
24.43,24.65,23.53,23.7,2023-10-16,IOT,1683580,HISTORICAL_PRICES,IOT,,2023-10-16,1697504412000,-0.2101519560297446,-0.2101519560297446,23.7,24.43,24.65,23.53,1683580,23.7,24.43,24.65,23.53,1683580,"Oct 16, 23",0.9699999999999989,0.0413,IOT
24.9,25.12,23.92,24.11,2023-10-17,IOT,1604433,HISTORICAL_PRICES,IOT,,2023-10-17,1697590875000,-0.19495635305528616,-0.19495635305528616,24.11,24.9,25.12,23.92,1604433,24.11,24.9,25.12,23.92,1604433,"Oct 17, 23",0.46999999999999886,0.0192,IOT
23.56,24.82,23.505,24.62,2023-10-18,IOT,1529537,HISTORICAL_PRICES,IOT,,2023-10-18,1697677214000,-0.23827998706757197,-0.23827998706757197,24.62,23.56,24.82,23.505,1529537,24.62,23.56,24.82,23.505,1529537,"Oct 18, 23",-1.3399999999999999,-0.0538,IOT
23.23,23.97,23.18,23.78,2023-10-19,IOT,1670057,HISTORICAL_PRICES,IOT,,2023-10-19,1697763626000,-0.24894924021985126,-0.24894924021985126,23.78,23.23,23.97,23.18,1670057,23.78,23.23,23.97,23.18,1670057,"Oct 19, 23",-0.3299999999999983,-0.014,IOT
22.82,23.55,22.15,23.0,2023-10-20,IOT,4043004,HISTORICAL_PRICES,IOT,,2023-10-20,1697851913000,-0.2622049789848044,-0.2622049789848044,23.0,22.82,23.55,22.15,4043004,23.0,22.82,23.55,22.15,4043004,"Oct 20, 23",-0.41000000000000014,-0.0176,IOT
23.15,23.5599,22.28,22.57,2023-10-23,IOT,1660340,HISTORICAL_PRICES,IOT,,2023-10-23,1698109256000,-0.2515357258325251,-0.2515357258325251,22.57,23.15,23.5599,22.28,1660340,22.57,23.15,23.5599,22.28,1660340,"Oct 23, 23",0.3299999999999983,0.0145,IOT
23.68,24.06,23.39,23.56,2023-10-24,IOT,1564434,HISTORICAL_PRICES,IOT,,2023-10-24,1698195654000,-0.23440025864856126,-0.23440025864856126,23.56,23.68,24.06,23.39,1564434,23.56,23.68,24.06,23.39,1564434,"Oct 24, 23",0.5300000000000011,0.0229,IOT
22.16,23.68,21.765,23.68,2023-10-25,IOT,3374684,HISTORICAL_PRICES,IOT,,2023-10-25,1698282018000,-0.2835434852893631,-0.2835434852893631,23.68,22.16,23.68,21.765,3374684,23.68,22.16,23.68,21.765,3374684,"Oct 25, 23",-1.5199999999999996,-0.0642,IOT
22.14,22.75,21.76,22.26,2023-10-26,IOT,1890348,HISTORICAL_PRICES,IOT,,2023-10-26,1698368435000,-0.2841901066925315,-0.2841901066925315,22.26,22.14,22.75,21.76,1890348,22.26,22.14,22.75,21.76,1890348,"Oct 26, 23",-0.019999999999999574,-0.0009,IOT
22.21,22.8103,22.135,22.41,2023-10-27,IOT,1163602,HISTORICAL_PRICES,IOT,,2023-10-27,1698456638000,-0.28192693178144196,-0.28192693178144196,22.41,22.21,22.8103,22.135,1163602,22.41,22.21,22.8103,22.135,1163602,"Oct 27, 23",0.07000000000000028,0.0032,IOT
22.95,23.05,22.31,22.73,2023-10-30,IOT,1372575,HISTORICAL_PRICES,IOT,,2023-10-30,1698714061000,-0.2580019398642095,-0.2580019398642095,22.73,22.95,23.05,22.31,1372575,22.73,22.95,23.05,22.31,1372575,"Oct 30, 23",0.7399999999999984,0.0333,IOT
23.07,23.45,22.62,23.11,2023-10-31,IOT,1385378,HISTORICAL_PRICES,IOT,,2023-10-31,1698805969000,-0.2541222114451988,-0.2541222114451988,23.11,23.07,23.45,22.62,1385378,23.11,23.07,23.45,22.62,1385378,"Oct 31, 23",0.120000000000001,0.0052,IOT
22.34,22.95,21.48,22.86,2023-11-01,IOT,3374698,HISTORICAL_PRICES,IOT,,2023-11-01,1698886970000,-0.27772389266084707,-0.27772389266084707,22.86,22.34,22.95,21.48,3374698,22.86,22.34,22.95,21.48,3374698,"Nov 1, 23",-0.7300000000000004,-0.0316,IOT
22.71,23.51,22.19,22.99,2023-11-02,IOT,3072163,HISTORICAL_PRICES,IOT,,2023-11-02,1698973403000,-0.2657613967022308,-0.2657613967022308,22.99,22.71,23.51,22.19,3072163,22.99,22.71,23.51,22.19,3072163,"Nov 2, 23",0.370000000000001,0.0166,IOT
25.03,25.05,22.66,22.76,2023-11-03,IOT,4701768,HISTORICAL_PRICES,IOT,,2023-11-03,1699072325000,-0.1907533139346912,-0.1907533139346912,22.76,25.03,25.05,22.66,4701768,22.76,25.03,25.05,22.66,4701768,"Nov 3, 23",2.3200000000000003,0.1022,IOT
24.14,25.45,23.44,25.23,2023-11-06,IOT,1915849,HISTORICAL_PRICES,IOT,,2023-11-06,1699322441000,-0.219527966375687,-0.219527966375687,25.23,24.14,25.45,23.44,1915849,25.23,24.14,25.45,23.44,1915849,"Nov 6, 23",-0.8900000000000006,-0.0356,IOT
25.14,25.99,24.3,24.3,2023-11-07,IOT,2756772,HISTORICAL_PRICES,IOT,,2023-11-07,1699408842000,-0.18719689621726476,-0.18719689621726476,24.3,25.14,25.99,24.3,2756772,24.3,25.14,25.99,24.3,2756772,"Nov 7, 23",1.0,0.0414,IOT
24.8,25.235,24.48,25.15,2023-11-08,IOT,1182233,HISTORICAL_PRICES,IOT,,2023-11-08,1699495244000,-0.19818946007112834,-0.19818946007112834,25.15,24.8,25.235,24.48,1182233,25.15,24.8,25.235,24.48,1182233,"Nov 8, 23",-0.33999999999999986,-0.0135,IOT
23.56,25.66,23.51,25.1,2023-11-09,IOT,2444346,HISTORICAL_PRICES,IOT,,2023-11-09,1699581638000,-0.23827998706757197,-0.23827998706757197,25.1,23.56,25.66,23.51,2444346,25.1,23.56,25.66,23.51,2444346,"Nov 9, 23",-1.240000000000002,-0.05,IOT
24.0,24.0,23.12,23.35,2023-11-10,IOT,1634256,HISTORICAL_PRICES,IOT,,2023-11-10,1699669851000,-0.22405431619786614,-0.22405431619786614,23.35,24.0,24.0,23.12,1634256,23.35,24.0,24.0,23.12,1634256,"Nov 10, 23",0.4400000000000013,0.0187,IOT
23.57,23.9499,23.35,23.57,2023-11-13,IOT,1588557,HISTORICAL_PRICES,IOT,,2023-11-13,1699927222000,-0.2379566763659877,-0.2379566763659877,23.57,23.57,23.9499,23.35,1588557,23.57,23.57,23.9499,23.35,1588557,"Nov 13, 23",-0.4299999999999997,-0.0179,IOT
26.3,26.32,24.82,24.99,2023-11-14,IOT,3728869,HISTORICAL_PRICES,IOT,,2023-11-14,1700015481000,-0.14969285483349495,-0.14969285483349495,24.99,26.3,26.32,24.82,3728869,24.99,26.3,26.32,24.82,3728869,"Nov 14, 23",2.7300000000000004,0.1158,IOT
26.63,27.9529,26.31,26.43,2023-11-15,IOT,3682098,HISTORICAL_PRICES,IOT,,2023-11-15,1700100027000,-0.13902360168121566,-0.13902360168121566,26.43,26.63,27.9529,26.31,3682098,26.43,26.63,27.9529,26.31,3682098,"Nov 15, 23",0.3299999999999983,0.0125,IOT
26.58,26.6971,25.88,26.28,2023-11-16,IOT,1815695,HISTORICAL_PRICES,IOT,,2023-11-16,1700186456000,-0.1406401551891368,-0.1406401551891368,26.28,26.58,26.6971,25.88,1815695,26.28,26.58,26.6971,25.88,1815695,"Nov 16, 23",-0.05000000000000071,-0.0019,IOT
26.88,27.4,26.22,26.63,2023-11-17,IOT,2011885,HISTORICAL_PRICES,IOT,,2023-11-17,1700274660000,-0.13094083414161012,-0.13094083414161012,26.63,26.88,27.4,26.22,2011885,26.63,26.88,27.4,26.22,2011885,"Nov 17, 23",0.3000000000000007,0.0113,IOT
27.16,27.355,26.62,27.0,2023-11-20,IOT,1691029,HISTORICAL_PRICES,IOT,,2023-11-20,1700532027000,-0.12188813449725185,-0.12188813449725185,27.0,27.16,27.355,26.62,1691029,27.0,27.16,27.355,26.62,1691029,"Nov 20, 23",0.28000000000000114,0.0104,IOT
26.39,27.57,25.76,26.91,2023-11-21,IOT,2432561,HISTORICAL_PRICES,IOT,,2023-11-21,1700618444000,-0.14678305851923695,-0.14678305851923695,26.91,26.39,27.57,25.76,2432561,26.91,26.39,27.57,25.76,2432561,"Nov 21, 23",-0.7699999999999996,-0.0284,IOT
26.72,27.12,26.415,26.88,2023-11-22,IOT,1042546,HISTORICAL_PRICES,IOT,,2023-11-22,1700704825000,-0.13611380536695766,-0.13611380536695766,26.88,26.72,27.12,26.415,1042546,26.88,26.72,27.12,26.415,1042546,"Nov 22, 23",0.3299999999999983,0.0125,IOT
27.27,27.47,26.2418,26.48,2023-11-24,IOT,983286,HISTORICAL_PRICES,IOT,,2023-11-24,1700879447000,-0.11833171677982542,-0.11833171677982542,26.48,27.27,27.47,26.2418,983286,26.48,27.27,27.47,26.2418,983286,"Nov 24, 23",0.5500000000000007,0.0206,IOT
26.79,27.6799,26.78,27.19,2023-11-27,IOT,2190269,HISTORICAL_PRICES,IOT,,2023-11-27,1701136820000,-0.13385063045586812,-0.13385063045586812,27.19,26.79,27.6799,26.78,2190269,27.19,26.79,27.6799,26.78,2190269,"Nov 27, 23",-0.4800000000000004,-0.0176,IOT
26.88,26.995,26.1278,26.65,2023-11-28,IOT,2078790,HISTORICAL_PRICES,IOT,,2023-11-28,1701223243000,-0.13094083414161012,-0.13094083414161012,26.65,26.88,26.995,26.1278,2078790,26.65,26.88,26.995,26.1278,2078790,"Nov 28, 23",0.08999999999999986,0.0034,IOT
28.14,28.71,27.32,27.34,2023-11-29,IOT,4334025,HISTORICAL_PRICES,IOT,,2023-11-29,1701309631000,-0.09020368574199804,-0.09020368574199804,27.34,28.14,28.71,27.32,4334025,27.34,28.14,28.71,27.32,4334025,"Nov 29, 23",1.2600000000000016,0.0469,IOT
27.54,28.6896,26.86,28.55,2023-11-30,IOT,5156289,HISTORICAL_PRICES,IOT,,2023-11-30,1701396083000,-0.10960232783705143,-0.10960232783705143,28.55,27.54,28.6896,26.86,5156289,28.55,27.54,28.6896,26.86,5156289,"Nov 30, 23",-0.6000000000000014,-0.0213,IOT
34.59,34.74,29.63,31.0,2023-12-01,IOT,16766615,HISTORICAL_PRICES,IOT,,2023-12-01,1701484259000,0.11833171677982553,0.11833171677982553,31.0,34.59,34.74,29.63,16766615,31.0,34.59,34.74,29.63,16766615,"Dec 1, 23",7.050000000000004,0.256,IOT
34.3,35.69,32.8,34.2,2023-12-04,IOT,7735876,HISTORICAL_PRICES,IOT,,2023-12-04,1701743466000,0.10895570643388287,0.10895570643388287,34.2,34.3,35.69,32.8,7735876,34.2,34.3,35.69,32.8,7735876,"Dec 4, 23",-0.29000000000000625,-0.0084,IOT
34.67,35.24,33.5,34.11,2023-12-05,IOT,6876940,HISTORICAL_PRICES,IOT,,2023-12-05,1701828059000,0.12091820239249926,0.12091820239249926,34.11,34.67,35.24,33.5,6876940,34.11,34.67,35.24,33.5,6876940,"Dec 5, 23",0.37000000000000455,0.0108,IOT
34.62,35.99,34.23,35.15,2023-12-06,IOT,4790271,HISTORICAL_PRICES,IOT,,2023-12-06,1701916281000,0.119301648884578,0.119301648884578,35.15,34.62,35.99,34.23,4790271,35.15,34.62,35.99,34.23,4790271,"Dec 6, 23",-0.05000000000000426,-0.0014,IOT
33.73,34.85,33.63,34.42,2023-12-07,IOT,2750395,HISTORICAL_PRICES,IOT,,2023-12-07,1702000877000,0.0905269964435822,0.0905269964435822,34.42,33.73,34.85,33.63,2750395,34.42,33.73,34.85,33.63,2750395,"Dec 7, 23",-0.8900000000000006,-0.0257,IOT
33.67,34.69,32.27,33.4,2023-12-08,IOT,4699077,HISTORICAL_PRICES,IOT,,2023-12-08,1702089082000,0.088587132234077,0.088587132234077,33.4,33.67,34.69,32.27,4699077,33.4,33.67,34.69,32.27,4699077,"Dec 8, 23",-0.05999999999999517,-0.0018,IOT
33.91,34.43,33.1,33.35,2023-12-11,IOT,3165644,HISTORICAL_PRICES,IOT,,2023-12-11,1702346462000,0.09634658907209818,0.09634658907209818,33.35,33.91,34.43,33.1,3165644,33.35,33.91,34.43,33.1,3165644,"Dec 11, 23",0.23999999999999488,0.0071,IOT
34.18,35.18,33.17,33.76,2023-12-12,IOT,4589486,HISTORICAL_PRICES,IOT,,2023-12-12,1702432860000,0.1050759780148723,0.1050759780148723,33.76,34.18,35.18,33.17,4589486,33.76,34.18,35.18,33.17,4589486,"Dec 12, 23",0.2700000000000031,0.008,IOT
35.92,35.98,33.95,34.29,2023-12-13,IOT,4827491,HISTORICAL_PRICES,IOT,,2023-12-13,1702519264000,0.16133204009052707,0.16133204009052707,34.29,35.92,35.98,33.95,4827491,34.29,35.92,35.98,33.95,4827491,"Dec 13, 23",1.740000000000002,0.0509,IOT
35.64,36.91,34.87,36.7,2023-12-14,IOT,5452074,HISTORICAL_PRICES,IOT,,2023-12-14,1702605673000,0.1522793404461688,0.1522793404461688,36.7,35.64,36.91,34.87,5452074,36.7,35.64,36.91,34.87,5452074,"Dec 14, 23",-0.28000000000000114,-0.0078,IOT
33.99,35.8,32.61,35.73,2023-12-15,IOT,9636343,HISTORICAL_PRICES,IOT,,2023-12-15,1702693910000,0.09893307468477214,0.09893307468477214,35.73,33.99,35.8,32.61,9636343,35.73,33.99,35.8,32.61,9636343,"Dec 15, 23",-1.6499999999999986,-0.0463,IOT
34.29,35.06,33.7,33.77,2023-12-18,IOT,2983312,HISTORICAL_PRICES,IOT,,2023-12-18,1702951229000,0.10863239573229873,0.10863239573229873,33.77,34.29,35.06,33.7,2983312,33.77,34.29,35.06,33.7,2983312,"Dec 18, 23",0.29999999999999716,0.0088,IOT
34.18,34.93,33.87,34.45,2023-12-19,IOT,3139169,HISTORICAL_PRICES,IOT,,2023-12-19,1703050234000,0.1050759780148723,0.1050759780148723,34.45,34.18,34.93,33.87,3139169,34.45,34.18,34.93,33.87,3139169,"Dec 19, 23",-0.10999999999999943,-0.0032,IOT
33.12,34.25,32.74,33.55,2023-12-20,IOT,3342782,HISTORICAL_PRICES,IOT,,2023-12-20,1703124043000,0.07080504364694463,0.07080504364694463,33.55,33.12,34.25,32.74,3342782,33.55,33.12,34.25,32.74,3342782,"Dec 20, 23",-1.0600000000000023,-0.031,IOT
33.79,33.9,32.75,33.64,2023-12-21,IOT,2695596,HISTORICAL_PRICES,IOT,,2023-12-21,1703210458000,0.0924668606530876,0.0924668606530876,33.64,33.79,33.9,32.75,2695596,33.64,33.79,33.9,32.75,2695596,"Dec 21, 23",0.6700000000000017,0.0202,IOT
34.01,35.04,33.66,33.86,2023-12-22,IOT,2662597,HISTORICAL_PRICES,IOT,,2023-12-22,1703305950000,0.09957969608794046,0.09957969608794046,33.86,34.01,35.04,33.66,2662597,33.86,34.01,35.04,33.66,2662597,"Dec 22, 23",0.21999999999999886,0.0065,IOT
34.82,35.575,34.15,34.26,2023-12-26,IOT,2671203,HISTORICAL_PRICES,IOT,,2023-12-26,1703642436000,0.12576786291626255,0.12576786291626255,34.26,34.82,35.575,34.15,2671203,34.26,34.82,35.575,34.15,2671203,"Dec 26, 23",0.8100000000000023,0.0238,IOT
33.46,35.7,33.212,34.89,2023-12-27,IOT,4052818,HISTORICAL_PRICES,IOT,,2023-12-27,1703732434000,0.08179760750080832,0.08179760750080832,34.89,33.46,35.7,33.212,4052818,34.89,33.46,35.7,33.212,4052818,"Dec 27, 23",-1.3599999999999994,-0.0391,IOT
33.87,34.28,33.1,33.4,2023-12-28,IOT,2046803,HISTORICAL_PRICES,IOT,,2023-12-28,1703815270000,0.09505334626576133,0.09505334626576133,33.4,33.87,34.28,33.1,2046803,33.4,33.87,34.28,33.1,2046803,"Dec 28, 23",0.4099999999999966,0.0123,IOT
33.38,33.99,33.01,33.68,2023-12-29,IOT,2253924,HISTORICAL_PRICES,IOT,,2023-12-29,1703903468000,0.07921112188813459,0.07921112188813459,33.68,33.38,33.99,33.01,2253924,33.68,33.38,33.99,33.01,2253924,"Dec 29, 23",-0.4899999999999949,-0.0145,IOT
31.38,32.975,31.102,32.75,2024-01-02,IOT,3477165,HISTORICAL_PRICES,IOT,,2024-01-02,1704247227000,0.014548981571289987,0.014548981571289987,32.75,31.38,32.975,31.102,3477165,32.75,31.38,32.975,31.102,3477165,"Jan 2, 24",-2.0000000000000036,-0.0599,IOT
30.32,31.1,30.3,30.78,2024-01-03,IOT,2601597,HISTORICAL_PRICES,IOT,,2024-01-03,1704333645000,-0.019721952796637552,-0.019721952796637552,30.78,30.32,31.1,30.3,2601597,30.78,30.32,31.1,30.3,2601597,"Jan 3, 24",-1.0599999999999987,-0.0338,IOT
30.17,30.93,29.8,30.08,2024-01-04,IOT,1784763,HISTORICAL_PRICES,IOT,,2024-01-04,1704420055000,-0.02457161332040084,-0.02457161332040084,30.08,30.17,30.93,29.8,1784763,30.08,30.17,30.93,29.8,1784763,"Jan 4, 24",-0.14999999999999858,-0.0049,IOT
30.5,30.84,29.8,29.89,2024-01-05,IOT,1473117,HISTORICAL_PRICES,IOT,,2024-01-05,1704511831000,-0.013902360168121556,-0.013902360168121556,29.89,30.5,30.84,29.8,1473117,29.89,30.5,30.84,29.8,1473117,"Jan 5, 24",0.3299999999999983,0.0109,IOT
32.23,32.26,30.7,30.77,2024-01-08,IOT,2794732,HISTORICAL_PRICES,IOT,,2024-01-08,1704765646000,0.04203039120594883,0.04203039120594883,30.77,32.23,32.26,30.7,2794732,30.77,32.23,32.26,30.7,2794732,"Jan 8, 24",1.7299999999999969,0.0567,IOT
32.95,32.99,31.84,31.84,2024-01-09,IOT,2607665,HISTORICAL_PRICES,IOT,,2024-01-09,1704852040000,0.06530876172001303,0.06530876172001303,31.84,32.95,32.99,31.84,2607665,31.84,32.95,32.99,31.84,2607665,"Jan 9, 24",0.720000000000006,0.0223,IOT
32.86,33.2379,32.2,33.0,2024-01-10,IOT,2364981,HISTORICAL_PRICES,IOT,,2024-01-10,1704938441000,0.06239896540575492,0.06239896540575492,33.0,32.86,33.2379,32.2,2364981,33.0,32.86,33.2379,32.2,2364981,"Jan 10, 24",-0.09000000000000341,-0.0027,IOT
33.25,33.63,32.02,32.97,2024-01-11,IOT,2436986,HISTORICAL_PRICES,IOT,,2024-01-11,1705024877000,0.07500808276753962,0.07500808276753962,32.97,33.25,33.63,32.02,2436986,32.97,33.25,33.63,32.02,2436986,"Jan 11, 24",0.39000000000000057,0.0119,IOT
