date,symbol,close
2023-12-28,IOT,33.87
2023-12-29,IOT,33.38
2024-01-02,IOT,31.38
2024-01-03,IOT,30.32
2024-01-04,IOT,30.17
2024-01-05,IOT,30.5
2024-01-08,IOT,32.23
2024-01-09,IOT,32.95
2024-01-10,IOT,32.86
2024-01-11,IOT,33.25
2024-01-12,IOT,33.17
2024-01-16,IOT,33.63
