date,symbol,close,high,low,open,volume
2023-12-29,CAMT,69.38,71.02,68.56,69.86,293761
2023-12-29,NUKK,2.8664,2.9686,2.32,2.32,270023
2023-12-29,NGVC,16.0,16.25,15.52,16.0,31726
2023-12-29,ENCP,11.31,11.31,11.31,11.31,160
2023-12-29,GRMN,128.54,128.95,128.08,128.4,622252
2023-12-29,PLSE,12.24,12.96,12.0137,12.79,316322
2023-12-29,KALU,71.19,73.075,70.595,72.8,96114
2023-12-29,CHK,76.94,77.84,76.84,77.6,741532
2023-12-29,CHKP,152.79,152.845,151.355,152.7,356421
2023-12-29,LOGI,95.06,95.49,94.55,95.16,275369
2024-01-02,NGVC,16.34,16.41,15.5,15.75,51562
2024-01-02,GRMN,126.56,128.6,126.0284,127.55,1023259
2024-01-02,CHKP,152.27,152.53,150.56,152.12,669996
2024-01-02,CAMT,67.46,68.85,65.98,68.85,506257
2024-01-02,CHK,76.99,78.34,76.645,77.86,929072
2024-01-02,NUKK,2.89,3.08,2.61,3.08,206952
2024-01-02,EXP,200.47,203.385,198.94,201.05,200811
2024-01-02,PLSE,11.02,12.22,10.8561,12.02,385349
2024-01-02,KALU,70.3,72.07,69.98,70.28,92706
2024-01-02,LOGI,93.63,94.35,93.11,94.35,204545
2024-01-03,CAMT,67.02,67.84,66.14,66.94,324344
2024-01-03,EXP,196.46,199.69,196.27,198.18,227735
2024-01-03,CHK,77.94,78.1,76.0,76.54,1071419
2024-01-03,CHKP,152.82,154.17,151.645,151.84,955703
2024-01-03,LOGI,93.09,93.67,90.98,91.0,484990
2024-01-03,NGVC,16.16,16.599,16.13,16.34,37951
2024-01-03,NUKK,2.38,2.69,2.37,2.64,169948
2024-01-03,PLSE,10.09,11.06,10.03,11.06,205983
2024-01-03,KALU,66.01,69.22,65.87,69.22,105821
2024-01-03,GRMN,124.15,125.99,123.94,125.55,728117
2024-01-04,NGVC,15.92,16.32,15.79,16.31,43871
2024-01-04,ENCP,11.36,11.36,11.35,11.35,3755
2024-01-04,EXP,197.45,199.15,195.93,196.52,228104
2024-01-04,CAMT,68.62,70.05,65.18,65.85,453561
2024-01-04,KALU,65.23,66.5717,65.095,65.97,72876
2024-01-04,NUKK,2.3081,2.5,2.3,2.4,59042
2024-01-04,CHK,76.96,78.91,76.7,78.79,1024806
2024-01-04,PLSE,9.25,10.035,9.2,10.0,296212
2024-01-04,GRMN,123.81,124.7,123.745,123.94,660899
2024-01-04,LOGI,92.88,93.45,92.51,92.94,221692
2024-01-04,CHKP,152.14,153.78,152.01,152.68,537244
2024-01-05,EXP,200.12,200.65,196.56,196.56,219285
2024-01-05,NUKK,2.05,2.39,2.0,2.3,103776
2024-01-05,PLSE,9.03,9.4403,8.805,8.92,235899
2024-01-05,CHKP,151.05,152.775,151.015,152.52,532809
2024-01-05,NGVC,15.86,16.228,15.78,15.85,43786
2024-01-05,GRMN,122.85,124.36,122.64,123.78,864616
2024-01-05,KALU,64.66,66.565,63.2086,64.41,72049
2024-01-05,CAMT,67.93,68.845,67.42,68.19,291866
2024-01-05,CHK,79.2,80.05,75.72,76.85,5818459
2024-01-05,LOGI,92.56,92.96,91.98,92.0,273348
2024-01-08,ENCP,11.45,11.45,11.32,11.36,2304
2024-01-08,LOGI,94.72,94.876,93.78,93.78,198604
2024-01-08,CHK,78.755,78.96,76.73,77.72,1924795
2024-01-08,NUKK,2.0708,2.4921,1.98,2.06,283020
2024-01-08,CHKP,152.28,152.8801,150.85,151.08,553791
2024-01-08,KALU,66.08,66.08,63.79,64.25,106133
2024-01-08,PLSE,9.12,9.2399,8.78,9.01,286826
2024-01-08,GRMN,123.02,123.185,121.72,122.06,795164
2024-01-08,CAMT,68.75,69.78,67.94,67.96,242175
2024-01-08,EXP,203.94,204.29,200.82,202.13,248340
2024-01-08,NGVC,15.99,16.0325,15.52,15.81,40628
2024-01-09,CHKP,153.46,153.82,151.81,151.81,484715
2024-01-09,NUKK,2.44,2.55,2.18,2.4,1281202
2024-01-09,PLSE,8.65,9.1,8.59,8.9,221918
2024-01-09,LOGI,94.03,94.66,93.84,94.26,473566
2024-01-09,GRMN,121.88,122.52,121.32,122.2,934709
2024-01-09,CHK,78.35,79.29,77.355,79.29,1892983
2024-01-09,EXP,203.57,203.655,200.07,202.01,146400
2024-01-09,CAMT,71.87,73.59,67.6713,68.0,960421
2024-01-09,KALU,63.93,65.55,63.78,64.74,70519
2024-01-09,ENCP,11.45,11.45,11.37,11.37,18066
2024-01-09,NGVC,15.7,15.99,15.67,15.99,23384
2024-01-10,NUKK,2.09,2.4808,2.05,2.39,577552
2024-01-10,KALU,63.49,63.9,62.64,63.51,97712
2024-01-10,CHKP,155.22,155.51,153.66,153.66,476212
2024-01-10,NGVC,15.57,15.9,15.3,15.61,45466
2024-01-10,PLSE,8.44,8.61,8.12,8.48,253178
2024-01-10,LOGI,95.94,96.1599,95.23,95.34,389300
2024-01-10,GRMN,123.25,123.46,122.35,122.67,567258
2024-01-10,CAMT,69.72,72.5,68.58,72.06,719343
2024-01-10,ENCP,11.45,11.45,11.41,11.41,547
2024-01-10,EXP,205.54,205.75,202.5,203.15,160153
2024-01-10,CHK,77.18,78.26,76.78,77.89,1570778
2024-01-11,CAMT,71.86,72.245,69.51,69.88,308331
2024-01-11,NUKK,2.15,2.32,2.0001,2.25,452498
2024-01-11,EXP,204.67,205.35,201.84,205.05,116858
2024-01-11,CHKP,156.31,157.15,155.205,155.54,479688
2024-01-11,NGVC,15.48,15.63,15.31,15.63,21788
2024-01-11,PLSE,8.13,8.39,7.83,8.37,224634
2024-01-11,LOGI,95.38,95.81,94.23,95.36,200712
2024-01-11,CHK,79.62,82.99,78.6,79.97,7821771
2024-01-11,GRMN,123.18,123.545,121.98,123.25,621466
2024-01-11,ENCP,11.41,11.47,11.41,11.45,7891
2024-01-11,KALU,63.69,64.1299,62.0,62.95,105471
2024-01-12,PLSE,8.03,8.3732,7.91,8.22,155118
2024-01-12,NGVC,15.6,15.64,15.3501,15.64,33159
2024-01-12,CAMT,70.96,72.51,70.3,72.16,147407
2024-01-12,NUKK,1.56,2.04,1.55,2.01,588454
2024-01-12,CHK,82.87,83.0,81.18,82.26,3443693
2024-01-12,GRMN,123.85,124.29,123.37,124.2,520987
2024-01-12,CHKP,158.73,160.21,157.51,158.07,972229
2024-01-12,EXP,202.91,205.1775,201.71,205.0,132651
2024-01-12,ENCP,11.47,11.47,11.46,11.46,505
2024-01-12,KALU,63.85,65.8699,63.505,64.98,60762
2024-01-12,LOGI,95.96,96.65,95.725,96.39,234768
2024-01-16,NUKK,1.5254,1.55,1.35,1.5,514684
2024-01-16,GRMN,123.59,123.76,122.5118,123.2,703654
2024-01-16,NGVC,15.5,15.87,15.44,15.6,34242
2024-01-16,PLSE,8.23,8.29,7.79,7.91,201844
2024-01-16,KALU,62.0,63.17,61.6809,62.92,97434
2024-01-16,ENCP,11.47,11.47,11.46,11.46,4018
2024-01-16,LOGI,94.04,94.82,93.42,94.67,350060
2024-01-16,CHK,78.66,82.38,78.22,82.0,4122982
2024-01-16,CHKP,156.1,159.9375,155.815,158.75,1307796
2024-01-16,CAMT,74.03,76.14,72.7,72.73,605940
2024-01-16,EXP,200.24,202.485,199.72,202.0,207375
2024-01-17,ENCP,11.5,11.5,11.5,11.5,189
2024-01-17,KALU,60.3,61.52,59.81,60.69,99845
2024-01-17,CHK,76.99,78.3,76.71,77.84,2390085
2024-01-17,NGVC,15.31,15.46,15.175,15.3,41032
2024-01-17,LOGI,93.75,93.816,92.28,93.13,387043
2024-01-17,GRMN,123.37,123.64,122.735,122.98,699202
2024-01-17,NUKK,1.4099,1.46,1.28,1.33,568828
2024-01-17,PLSE,8.3,8.32,7.79,8.03,154599
2024-01-17,CHKP,157.86,158.14,155.57,155.57,776632
2024-01-17,EXP,198.8,199.71,197.58,198.0,196632
2024-01-17,CAMT,73.41,73.72,71.08,73.01,338717
2024-01-18,CHKP,159.055,159.765,157.875,158.32,767793
2024-01-18,GRMN,124.28,124.58,123.14,124.08,612794
2024-01-18,KALU,60.52,62.5299,59.52,60.59,63721
2024-01-18,EXP,201.68,201.98,198.89,199.58,202279
2024-01-18,NGVC,15.22,15.3,14.98,15.27,33604
2024-01-18,LOGI,94.72,94.92,93.47,94.48,321835
2024-01-18,CAMT,76.35,77.8899,75.06,75.06,560200
2024-01-18,PLSE,8.49,8.58,8.12,8.28,249029
2024-01-18,NUKK,0.98,1.31,0.96,1.3,341160
2024-01-18,CHK,76.35,76.97,75.41,76.97,2650915
2024-01-19,GRMN,125.48,126.02,124.5,124.73,1334288
2024-01-19,PLSE,8.28,8.54,8.19,8.54,189149
2024-01-19,CHKP,157.73,159.895,157.41,159.83,711202
2024-01-19,CHK,75.94,76.035,74.84,75.95,2103347
2024-01-19,EXP,204.45,204.67,200.08,202.27,171444
2024-01-19,ENCP,11.495,11.495,11.485,11.485,1522
2024-01-19,KALU,62.61,62.69,60.05,61.24,91448
2024-01-19,LOGI,94.67,94.76,93.83,94.17,478708
2024-01-19,NUKK,0.9195,1.03,0.82,1.0,307077
2024-01-19,CAMT,78.71,79.87,76.1725,79.87,650945
2024-01-19,NGVC,15.26,15.44,15.0511,15.25,41208
2024-01-22,EXP,209.56,211.01,205.59,205.59,261371
2024-01-22,NGVC,16.25,16.28,15.31,15.31,70960
2024-01-22,PLSE,9.37,9.4,8.24,8.24,203982
2024-01-22,CHK,75.31,76.235,74.42,75.45,1803142
2024-01-22,CAMT,78.81,80.5499,76.65,79.3,330201
2024-01-22,ENCP,11.48,11.5,11.48,11.5,2009
2024-01-22,CHKP,159.06,159.89,158.03,158.03,566113
2024-01-22,LOGI,95.93,96.66,94.42,95.1,838095
2024-01-22,KALU,65.19,65.65,62.57,62.71,150159
2024-01-22,NUKK,0.8303,0.9964,0.762,0.9201,334594
2024-01-22,GRMN,126.71,127.355,126.05,126.05,659088
2024-01-23,NGVC,15.86,16.4877,15.81,16.41,42430
2024-01-23,NUKK,0.833,0.8698,0.815,0.84,79551
2024-01-23,CHKP,157.05,159.08,156.77,158.43,745440
2024-01-23,KALU,66.6,67.76,65.78,65.78,166060
2024-01-23,ENCP,11.5,11.5,11.48,11.5,3783
2024-01-23,LOGI,84.86,87.15,83.9,84.67,2813849
2024-01-23,CAMT,78.37,79.5525,77.34,78.71,235890
2024-01-23,GRMN,127.05,127.25,125.89,126.46,745221
2024-01-23,EXP,206.42,209.37,203.98,209.37,321819
2024-01-23,PLSE,9.88,10.23,9.39,9.46,278357
2024-01-23,CHK,74.89,75.56,74.18,74.92,1617120
2024-01-24,LOGI,87.15,87.65,86.59,87.52,816235
2024-01-24,NGVC,15.57,16.06,15.54,16.06,42323
2024-01-24,GRMN,125.11,127.73,125.015,127.73,632526
2024-01-24,CHKP,157.34,158.3299,157.22,157.37,490952
2024-01-24,CHK,76.44,76.8122,75.02,75.36,2512945
2024-01-24,ENCP,11.5656,11.5656,11.5,11.55,2777
2024-01-24,KALU,65.93,66.85,64.23,66.72,114548
2024-01-24,NUKK,1.01,1.06,0.84,0.86,442315
2024-01-24,PLSE,8.7,10.08,8.62,10.02,417772
2024-01-24,CAMT,78.86,81.011,78.21,79.9,478194
2024-01-24,EXP,207.42,209.395,205.915,208.76,437666
2024-01-25,NUKK,1.108,1.1299,0.9015,1.04,230212
2024-01-25,GRMN,125.04,125.51,124.15,124.8,675206
2024-01-25,NGVC,15.79,15.84,15.53,15.84,40374
2024-01-25,CAMT,80.8,82.96,79.06,79.88,806099
2024-01-25,ENCP,11.55,11.58,11.55,11.58,699
2024-01-25,CHKP,158.89,159.16,157.11,157.45,654325
2024-01-25,EXP,212.4,212.89,204.27,210.0,417401
2024-01-25,CHK,77.35,77.577,76.545,77.05,2233704
2024-01-25,LOGI,85.24,86.925,84.85,86.15,722828
2024-01-25,KALU,66.87,67.35,65.075,67.3,112113
2024-01-25,PLSE,8.44,9.04,8.2,8.73,225451
2024-01-26,CAMT,79.1,80.665,77.16,79.59,408981
2024-01-26,GRMN,124.74,125.75,124.38,125.39,488136
2024-01-26,NUKK,1.05,1.21,1.0,1.07,366661
2024-01-26,PLSE,8.52,9.02,8.235,8.33,160095
2024-01-26,CHKP,159.58,159.58,157.93,157.97,542046
2024-01-26,LOGI,85.57,85.92,85.14,85.92,340098
2024-01-26,KALU,67.94,68.42,67.02,68.09,70549
2024-01-26,EXP,215.91,216.99,214.36,215.88,365063
2024-01-26,CHK,77.51,77.96,75.975,77.58,2082016
2024-01-26,NGVC,15.39,15.89,15.34,15.88,33019
2024-01-29,GRMN,125.19,125.21,123.73,124.38,459369
2024-01-29,PLSE,9.28,9.3425,8.37,8.5,142446
2024-01-29,LOGI,83.94,85.14,83.22,85.08,637807
2024-01-29,NUKK,0.961,1.07,0.93,0.9765,157106
2024-01-29,NGVC,15.64,15.77,15.36,15.47,87131
2024-01-29,EXP,224.38,225.37,215.085,216.92,532204
2024-01-29,CAMT,80.29,80.36,78.23,79.16,173161
2024-01-29,CHKP,160.03,160.17,158.85,159.6,692453
2024-01-29,KALU,68.74,68.83,66.68,67.94,68121
2024-01-29,CHK,77.48,77.9,76.64,77.9,1858968
2024-01-30,EXP,228.86,229.725,223.745,224.71,632531
2024-01-30,PLSE,9.08,9.26,8.83,9.18,103589
2024-01-30,CHKP,160.31,161.01,159.42,160.25,764797
2024-01-30,GRMN,121.86,124.04,121.74,123.98,1039027
2024-01-30,NGVC,15.49,15.67,15.45,15.67,37176
2024-01-30,NUKK,0.93,1.0,0.901,0.9618,79064
2024-01-30,KALU,67.5,68.0,67.16,67.81,48814
2024-01-30,LOGI,84.44,84.75,83.79,84.69,389645
2024-01-30,CHK,79.12,79.21,76.78,76.99,1978673
2024-01-30,CAMT,79.79,81.78,78.675,80.66,195411
2024-01-30,ENCP,11.57,11.6,11.55,11.55,84591
2024-01-31,CAMT,77.84,79.59,77.4,78.93,325065
2024-01-31,GRMN,119.49,121.86,119.3,121.86,936020
2024-01-31,NUKK,0.9,0.94,0.87,0.901,24351
2024-01-31,KALU,64.9,68.3,64.9,67.6,102486
2024-01-31,PLSE,8.88,9.5,8.84,9.1,122844
2024-01-31,LOGI,83.39,84.9037,83.35,84.42,418176
2024-01-31,EXP,226.28,230.02,226.0,227.35,451505
2024-01-31,CHK,77.11,79.3,77.07,79.16,1441238
2024-01-31,NGVC,14.95,15.56,14.93,15.56,59028
2024-01-31,ENCP,11.6,11.6,11.57,11.58,3514
2024-01-31,CHKP,158.93,163.02,158.9,161.22,1101486
2024-02-01,ENCP,11.56,11.57,11.56,11.57,11460
2024-02-01,KALU,66.29,66.57,64.09,65.55,72563
2024-02-01,LOGI,85.2,85.445,83.24,83.84,551109
2024-02-01,NGVC,14.93,15.19,14.87,15.08,71292
2024-02-01,CAMT,79.64,79.95,77.53,78.29,163808
2024-02-01,PLSE,8.98,9.12,8.71,8.94,141324
2024-02-01,CHK,76.93,78.119,76.46,77.23,1640090
2024-02-01,NUKK,0.8987,0.9345,0.8567,0.8865,53928
2024-02-01,GRMN,121.01,121.03,119.15,120.04,708525
2024-02-01,EXP,233.87,234.47,226.63,228.19,393312
2024-02-01,CHKP,161.99,162.96,159.38,159.67,856780
2024-02-02,NGVC,15.07,15.38,14.87,14.87,50552
2024-02-02,NUKK,0.8225,0.91,0.8,0.85,95108
2024-02-02,GRMN,120.41,120.935,119.265,119.97,722129
2024-02-02,KALU,65.66,66.07,64.15,64.85,64725
2024-02-02,ENCP,11.5952,11.6,11.57,11.57,3194
2024-02-02,CHKP,162.0,162.81,160.715,161.37,769709
2024-02-02,LOGI,84.33,84.6,83.829,84.54,307708
2024-02-02,CAMT,80.55,81.52,79.6701,80.0,169233
2024-02-02,CHK,76.59,77.7,76.18,76.5,1090382
2024-02-02,EXP,236.23,237.43,229.79,231.64,292968
2024-02-02,PLSE,9.13,9.69,8.835,8.95,141598
2024-02-05,NGVC,14.66,15.32,14.64,15.02,81763
2024-02-05,LOGI,84.18,84.41,83.54,84.07,384545
2024-02-05,CHK,75.35,76.23,74.76,76.11,1876653
2024-02-05,NUKK,0.8021,0.9,0.8,0.8636,36945
2024-02-05,ENCP,11.5746,11.575,11.56,11.575,3823
2024-02-05,GRMN,119.88,120.8099,119.31,119.52,734380
2024-02-05,EXP,233.56,235.33,231.04,233.43,335847
2024-02-05,CHKP,160.8,162.58,159.9,162.0,1436483
2024-02-05,PLSE,8.72,9.13,8.32,9.13,188613
2024-02-05,KALU,63.2,64.15,62.04,63.99,75945
2024-02-05,CAMT,81.35,82.63,79.0498,81.16,317614
2024-02-06,KALU,64.51,65.055,63.01,63.04,79218
2024-02-06,CAMT,77.88,82.28,75.32,81.8,556160
2024-02-06,ENCP,11.6,11.63,11.6,11.6,45755
2024-02-06,EXP,235.82,237.025,233.2747,233.61,311840
2024-02-06,PLSE,8.7,8.93,8.32,8.67,145793
2024-02-06,NUKK,0.7721,0.9098,0.77,0.83,88537
2024-02-06,GRMN,121.81,121.93,120.06,120.18,570101
2024-02-06,CHKP,162.45,166.705,161.51,162.0,1934818
2024-02-06,CHK,76.03,76.61,75.09,75.94,2544108
2024-02-06,LOGI,84.97,85.78,84.73,84.74,344220
2024-02-06,NGVC,14.6,14.86,14.49,14.7,60197
2024-02-07,CHKP,164.33,166.5,162.5,163.73,693441
2024-02-07,EXP,240.28,242.005,237.52,238.71,343397
2024-02-07,CHK,76.04,76.88,75.0,76.43,1879621
2024-02-07,CAMT,77.97,79.64,77.52,78.52,239858
2024-02-07,LOGI,83.34,84.07,83.25,83.5,318283
2024-02-07,NGVC,14.49,14.63,14.31,14.55,49744
2024-02-07,KALU,63.52,64.38,62.47,64.38,94533
2024-02-07,PLSE,8.6,8.68,8.37,8.68,92479
2024-02-07,NUKK,0.77,0.8476,0.77,0.81,125623
2024-02-07,GRMN,121.73,122.22,121.002,121.81,708129
2024-02-07,ENCP,11.6,11.6145,11.6,11.6,18861
2024-02-08,GRMN,122.32,122.46,120.86,122.04,596359
2024-02-08,ENCP,11.6,11.6042,11.6,11.6042,26806
2024-02-08,KALU,64.85,65.36,62.64,63.87,65498
2024-02-08,CHKP,163.18,164.25,162.05,163.96,751478
2024-02-08,CHK,77.27,77.32,75.57,75.69,1531526
2024-02-08,EXP,243.38,243.67,239.52,240.29,327725
2024-02-08,CAMT,79.19,80.55,77.37,78.3,418065
2024-02-08,LOGI,84.6,84.85,83.98,84.17,313074
2024-02-08,NGVC,14.81,14.99,14.56,14.57,53306
2024-02-08,NUKK,0.82,0.89,0.8,0.8186,93039
2024-02-08,PLSE,8.52,8.61,8.26,8.26,140749
2024-02-09,GRMN,123.27,123.7,121.9,122.27,599454
2024-02-09,NUKK,0.9657,1.03,0.82,0.82,855901
2024-02-09,LOGI,85.21,85.9,84.91,85.04,369582
2024-02-09,CHKP,164.31,165.96,163.3,163.66,477445
2024-02-09,KALU,64.68,65.115,63.5,64.82,68904
2024-02-09,ENCP,11.6,11.6,11.6,11.6,20795
2024-02-09,NGVC,17.15,17.75,15.67,15.67,206218
2024-02-09,PLSE,8.38,9.03,8.34,8.61,214182
2024-02-09,CHK,76.83,77.23,76.39,77.07,1923779
2024-02-09,EXP,243.22,244.72,242.83,244.43,371412
2024-02-09,CAMT,81.52,82.2699,78.33,80.59,252908
2024-02-12,EXP,246.37,249.01,244.175,244.49,334701
2024-02-12,CHK,77.56,78.45,76.75,76.77,1602778
2024-02-12,LOGI,85.27,85.95,84.85,85.19,206695
2024-02-12,GRMN,123.62,123.925,122.955,123.27,713996
2024-02-12,ENCP,11.6028,11.6028,11.6,11.6,1173
2024-02-12,NGVC,15.6,17.15,15.59,17.15,148084
2024-02-12,KALU,65.49,66.52,65.1,65.1,96614
2024-02-12,NUKK,1.26,1.36,0.93,0.98,1102510
2024-02-12,CAMT,80.38,83.8999,80.22,81.45,368173
2024-02-12,CHKP,162.83,163.93,162.36,163.66,408592
2024-02-12,PLSE,8.39,8.675,8.161,8.4,111844
2024-02-13,KALU,61.44,66.76,60.71,62.46,113504
2024-02-13,PLSE,7.8,8.25,7.77,8.25,132241
2024-02-13,LOGI,85.42,85.47,84.05,84.14,389581
2024-02-13,CHKP,164.13,164.16,161.05,161.13,705123
2024-02-13,CAMT,78.46,80.7787,77.15,78.0,399338
2024-02-13,ENCP,11.55,11.64,11.49,11.5,5694
2024-02-13,GRMN,121.12,121.89,120.06,121.89,538788
2024-02-13,EXP,240.39,240.515,234.0,239.23,485572
2024-02-13,CHK,76.43,76.99,75.59,76.86,1989291
2024-02-13,NUKK,1.96,2.1,1.03,1.19,3192548
2024-02-13,NGVC,15.08,15.39,14.78,15.24,112688
2024-02-14,EXP,245.31,247.41,241.38,243.41,328088
2024-02-14,CHK,75.85,76.82,74.7,76.48,2359416
2024-02-14,GRMN,122.83,122.89,120.725,121.78,723722
2024-02-14,KALU,63.39,64.14,62.125,62.85,161229
2024-02-14,CAMT,83.34,84.59,80.0,80.0,525704
2024-02-14,ENCP,11.64,11.806,11.55,11.55,8485
2024-02-14,LOGI,87.1,87.13,86.16,86.75,330545
2024-02-14,PLSE,8.78,8.9,7.785,7.92,214851
2024-02-14,NUKK,1.3,1.7275,1.25,1.68,1282194
2024-02-14,CHKP,165.29,165.35,162.49,163.69,602796
2024-02-14,NGVC,15.31,15.41,15.018,15.12,49625
2024-02-15,ENCP,11.6,11.6103,11.6,11.6,4021
2024-02-15,NGVC,15.21,15.43,15.08,15.33,61881
2024-02-15,LOGI,87.41,88.07,87.07,87.24,435649
2024-02-15,NUKK,1.3,1.4561,1.16,1.29,479408
2024-02-15,CHK,78.09,79.11,76.0,76.57,2168827
2024-02-15,KALU,65.55,65.65,63.44,63.47,155541
2024-02-15,GRMN,123.96,124.035,122.89,122.97,644736
2024-02-15,CAMT,84.74,84.89,81.72,83.81,427651
2024-02-15,EXP,249.04,249.36,243.155,247.61,319411
2024-02-15,CHKP,164.24,164.795,162.9106,164.58,478743
2024-02-15,PLSE,9.2,9.3,8.49,8.72,173206
2024-02-16,GRMN,122.2,123.7817,122.1,123.63,1602529
2024-02-16,CAMT,87.77,89.65,85.55,86.0,840563
2024-02-16,KALU,66.06,67.5,65.0,65.0,96627
2024-02-16,CHK,78.73,79.12,77.21,78.1,1743011
2024-02-16,EXP,246.51,252.305,246.37,250.0,356745
2024-02-16,NGVC,14.86,15.3099,14.7702,15.01,58882
2024-02-16,LOGI,85.9,87.45,85.9,87.38,482494
2024-02-16,PLSE,9.18,9.35,8.95,9.07,110586
2024-02-16,CHKP,162.77,165.0,162.15,164.94,462064
2024-02-16,ENCP,11.5,11.64,11.5,11.64,4514
2024-02-16,NUKK,1.26,1.39,1.22,1.34,119522
2024-02-20,EXP,242.13,245.72,240.35,244.28,340670
2024-02-20,NUKK,1.16,1.3,1.16,1.3,107805
2024-02-20,KALU,65.77,65.85,63.4,64.54,113133
2024-02-20,ENCP,11.6,11.8799,9.355,11.03,120375
2024-02-20,LOGI,87.79,87.98,86.74,87.62,466667
2024-02-20,GRMN,122.75,123.46,121.2,121.61,1233272
2024-02-20,CHK,77.65,78.94,77.54,78.38,1984015
2024-02-20,PLSE,9.13,9.37,8.67,9.25,152616
2024-02-20,NGVC,14.98,15.31,14.81,14.88,98809
2024-02-20,CHKP,160.1,162.6799,159.89,162.32,732055
2024-02-20,CAMT,82.07,87.14,79.4886,84.0,1059994
2024-02-21,KALU,66.08,67.59,65.84,66.02,134081
2024-02-21,CHK,83.85,84.3272,79.5,79.5,6010190
2024-02-21,GRMN,133.58,137.87,128.89,129.99,2561139
2024-02-21,NUKK,1.08,1.21,0.99,1.17,252190
2024-02-21,CAMT,76.84,79.98,74.59,79.62,911692
2024-02-21,PLSE,9.35,9.48,8.83,8.94,114711
2024-02-21,EXP,242.3,243.01,241.34,242.07,214460
2024-02-21,CHKP,154.87,154.97,147.04,152.06,2239232
2024-02-21,NGVC,15.01,15.0428,14.8101,14.98,64442
2024-02-21,ENCP,11.55,11.6116,11.5,11.6116,51272
2024-02-21,LOGI,86.74,87.23,86.29,86.75,512553
2024-02-22,KALU,70.61,73.69,62.83,68.4,262770
2024-02-22,GRMN,133.94,134.77,131.2,134.77,2101546
2024-02-22,EXP,249.51,250.09,244.0,244.0,286180
2024-02-22,NGVC,14.83,15.0,14.7,14.94,32446
2024-02-22,LOGI,89.0,89.29,87.8,87.84,364057
2024-02-22,ENCP,11.57,11.57,11.54,11.55,1198
2024-02-22,CHKP,156.39,158.01,155.93,157.73,1341001
2024-02-22,PLSE,9.45,9.74,9.32,9.35,137579
2024-02-22,NUKK,1.04,1.1314,1.0,1.1314,116247
2024-02-22,CAMT,83.02,83.95,80.23,80.23,685870
2024-02-22,CHK,83.28,83.58,81.38,82.34,2421106
2024-02-23,PLSE,9.12,9.56,9.06,9.46,135399
2024-02-23,EXP,248.67,251.24,247.93,250.84,223303
2024-02-23,LOGI,89.64,90.0,89.12,90.0,288544
2024-02-23,CAMT,77.79,83.545,77.03,83.14,589929
2024-02-23,ENCP,11.72,12.3,11.5,11.5,9657
2024-02-23,NUKK,0.9,1.09,0.826,1.09,205514
2024-02-23,CHKP,160.28,160.7,157.355,157.72,782120
2024-02-23,GRMN,135.51,135.715,133.61,134.64,1236802
2024-02-23,KALU,71.13,71.36,69.72,71.0,150518
2024-02-23,NGVC,15.31,15.39,14.78,14.8,51250
2024-02-23,CHK,81.93,82.34,80.92,82.34,2020970
2024-02-26,CAMT,80.38,80.49,78.12,78.12,712380
2024-02-26,KALU,72.09,72.19,69.76,70.38,160656
2024-02-26,NUKK,0.95,1.005,0.873,0.873,308483
2024-02-26,CHK,81.98,82.7353,81.46,82.13,1640144
2024-02-26,CHKP,159.43,162.17,159.33,160.0,918570
2024-02-26,NGVC,15.77,15.86,15.2,15.2,64396
2024-02-26,EXP,250.99,252.0,248.0544,248.41,215636
2024-02-26,PLSE,9.93,9.99,8.89,8.95,134582
2024-02-26,GRMN,135.22,135.49,133.16,134.94,1352401
2024-02-26,ENCP,12.49,12.52,10.79,12.5,29666
2024-02-26,LOGI,89.85,90.195,89.6,90.08,397136
2024-02-27,KALU,70.82,73.29,70.81,73.29,117153
2024-02-27,ENCP,11.01,12.4,10.8,12.4,35556
2024-02-27,CAMT,80.51,82.2874,78.835,81.64,448588
2024-02-27,LOGI,89.94,90.7884,89.88,90.38,251908
2024-02-27,PLSE,10.88,11.06,9.8001,9.87,304115
2024-02-27,NUKK,0.8975,1.0,0.87,1.0,149551
2024-02-27,GRMN,134.69,135.34,134.01,134.99,936619
2024-02-27,NGVC,15.77,16.23,15.74,16.0,40588
2024-02-27,CHKP,161.54,161.6,158.37,159.49,732797
2024-02-27,EXP,251.07,253.13,250.58,251.48,247302
2024-02-27,CHK,81.94,82.73,81.47,82.52,1817242
2024-02-28,GRMN,137.3,139.49,134.11,134.11,1809545
2024-02-28,NGVC,15.9,16.1543,15.08,15.7,133776
2024-02-28,LOGI,88.77,89.82,88.27,89.82,380339
2024-02-28,NUKK,0.9686,1.1,0.9501,1.02,695003
2024-02-28,EXP,250.71,253.02,250.15,250.15,207887
2024-02-28,CHK,82.05,82.56,81.23,81.61,1276862
2024-02-28,KALU,70.28,71.1,69.47,69.57,121037
2024-02-28,CHKP,162.1,163.4,161.61,161.61,650564
2024-02-28,ENCP,8.21,11.9227,8.21,11.11,9702
2024-02-28,PLSE,10.16,10.96,9.88,10.96,133010
2024-02-28,CAMT,80.59,82.15,78.67,80.0,311880
2024-02-29,GRMN,137.35,138.06,136.2507,137.4,1627456
2024-02-29,KALU,72.52,72.69,70.89,71.71,137496
2024-02-29,PLSE,9.88,10.63,9.81,10.35,126974
2024-02-29,EXP,253.55,255.36,252.44,253.31,271070
2024-02-29,CHK,82.78,83.27,81.965,82.12,1710265
