symbol,date,close,high,low,open,volume
GRND,2023-10-19,5.83,5.88,5.73,5.84,301870.0
AFYA,2023-10-19,15.48,15.62,15.26,15.47,98290.0
ONON,2023-10-19,25.27,25.6099,25.0,25.3,2475118.0
EDU,2023-10-19,60.88,63.59,60.16,63.5,1208345.0
MTN,2023-10-19,215.52,224.77,214.759,223.05,400852.0
NMM,2023-10-19,22.42,22.85,22.377,22.76,49412.0
NMM,2023-10-20,22.22,22.4899,22.02,22.42,33427.0
PRSO,2023-10-20,6.1,6.676,5.88,6.4,12922.75
ONON,2023-10-20,25.04,25.25,24.54,25.0,3128074.0
EDU,2023-10-20,60.28,60.845,58.45,59.03,1338706.0
GRND,2023-10-20,5.85,6.14,5.8,5.86,538447.0
AFYA,2023-10-20,15.41,15.505,15.065,15.44,95956.0
MTN,2023-10-20,216.01,217.03,212.48,215.3,328467.0
EDU,2023-10-23,60.59,61.75,58.89,59.16,1126099.0
NMM,2023-10-23,22.24,22.49,21.9,22.27,69435.0
GRND,2023-10-23,5.86,6.06,5.76,5.82,428389.0
AFYA,2023-10-23,15.56,15.81,15.165,15.25,119565.0
ONON,2023-10-23,25.56,26.14,24.83,25.01,5229636.0
PRSO,2023-10-23,6.272,6.328,5.812,6.32,7094.45
MTN,2023-10-23,214.54,218.6,213.99,215.3,322088.0
MTN,2023-10-24,213.39,218.74,213.17,216.28,356350.0
GRND,2023-10-24,5.94,5.96,5.84,5.87,247655.0
NMM,2023-10-24,22.71,22.98,22.35,22.35,40571.0
EDU,2023-10-24,62.8,64.59,60.61,60.62,2077613.0
ONON,2023-10-24,26.02,26.24,25.56,26.09,2178574.0
AFYA,2023-10-24,15.85,16.0254,15.6,15.62,93873.0
PRSO,2023-10-24,6.176,6.632,6.004,6.508,3569.7
MTN,2023-10-25,209.81,212.54,209.69,211.41,464339.0
ONON,2023-10-25,24.77,25.71,24.75,25.35,2978955.0
NMM,2023-10-25,22.73,22.755,22.3229,22.67,41530.0
PRSO,2023-10-25,5.8,6.108,5.616,5.992,4398.95
EDU,2023-10-25,64.59,66.8,61.0,61.5,4882838.0
AFYA,2023-10-25,16.01,16.12,15.58,15.79,99526.0
GRND,2023-10-25,5.85,6.008,5.84,5.92,287206.0
ONON,2023-10-26,24.75,25.25,24.37,24.52,3000967.0
NMM,2023-10-26,22.44,22.55,22.11,22.5,68112.0
MTN,2023-10-26,208.94,210.72,207.32,207.64,445876.0
AFYA,2023-10-26,16.24,16.33,15.84,15.88,89342.0
GRND,2023-10-26,5.95,6.02,5.86,5.86,302060.0
EDU,2023-10-26,65.46,69.97,64.415,66.01,1992936.0
PRSO,2023-10-26,5.832,6.016,5.4,5.72,6707.3
MTN,2023-10-27,206.52,210.36,204.88,210.36,396704.0
ONON,2023-10-27,24.51,26.035,24.405,25.5,3617949.0
AFYA,2023-10-27,16.01,16.44,15.98,16.28,269066.0
GRND,2023-10-27,5.87,5.91,5.85,5.89,341205.0
EDU,2023-10-27,64.49,66.51,63.945,66.23,1955034.0
PRSO,2023-10-27,6.004,6.12,5.24,5.24,3035.625
NMM,2023-10-27,22.37,22.653,22.28,22.48,45557.0
GRND,2023-10-30,5.9,5.96,5.83,5.91,249785.0
NMM,2023-10-30,22.16,22.59,22.01,22.56,43803.0
EDU,2023-10-30,65.25,66.48,64.7,65.5,1388423.0
PRSO,2023-10-30,5.872,6.304,5.4,6.304,7595.4
ONON,2023-10-30,25.31,25.37,24.69,24.8,4659946.0
MTN,2023-10-30,210.25,211.0,208.04,208.68,387637.0
AFYA,2023-10-30,16.24,16.5099,16.05,16.16,247697.0
NMM,2023-10-31,22.19,22.5132,21.93,22.16,54939.0
EDU,2023-10-31,65.49,65.965,64.27,64.65,1007315.0
PRSO,2023-10-31,5.68,6.12,5.68,5.872,4525.875
MTN,2023-10-31,212.25,214.75,209.06,210.21,423931.0
ONON,2023-10-31,25.67,25.74,24.97,25.2,3436580.0
GRND,2023-10-31,5.95,6.0,5.87,5.88,569301.0
AFYA,2023-10-31,16.1,16.31,15.97,16.21,118896.0
MTN,2023-11-01,211.17,212.53,207.89,212.53,447861.0
AFYA,2023-11-01,16.66,16.758,16.0,16.21,205210.0
ONON,2023-11-01,26.51,26.55,25.37,25.69,5033803.0
NMM,2023-11-01,22.29,22.33,21.785,22.11,86580.0
EDU,2023-11-01,66.14,66.15,64.44,64.74,1197574.0
PRSO,2023-11-01,5.516,5.68,5.236,5.668,6427.325
GRND,2023-11-01,5.87,5.92,5.82,5.9,198666.0
AFYA,2023-11-02,17.16,17.57,16.8,16.9,261876.0
EDU,2023-11-02,66.42,68.04,65.9,67.0,828180.0
NMM,2023-11-02,22.3,22.77,21.97,22.6,94561.0
MTN,2023-11-02,218.23,218.72,213.19,213.74,341723.0
ONON,2023-11-02,27.58,27.91,27.0505,27.07,4544071.0
GRND,2023-11-02,5.87,6.005,5.86,5.87,568861.0
PRSO,2023-11-02,5.52,5.52,5.228,5.28,5577.7
MTN,2023-11-03,225.01,225.6,220.44,220.96,442572.0
EDU,2023-11-03,66.39,67.6,66.14,67.03,880624.0
AFYA,2023-11-03,17.1,17.6873,17.055,17.32,198488.0
ONON,2023-11-03,28.06,28.91,27.89,28.13,4432896.0
NMM,2023-11-03,22.72,22.745,22.18,22.27,64348.0
GRND,2023-11-03,5.87,6.01,5.84,5.94,600687.0
PRSO,2023-11-03,5.84,5.992,4.752,5.6,32962.225
AFYA,2023-11-06,17.16,17.24,16.85,17.24,102010.0
NMM,2023-11-06,22.53,22.75,22.31,22.4,77140.0
GRND,2023-11-06,5.79,5.95,5.76,5.79,722676.0
MTN,2023-11-06,222.56,225.78,221.71,225.72,342107.0
PRSO,2023-11-06,5.588,5.952,5.268,5.952,10749.85
ONON,2023-11-06,28.06,28.38,27.75,28.19,2524522.0
EDU,2023-11-06,65.53,67.67,63.8,67.51,1625229.0
NMM,2023-11-07,22.1,22.52,21.95,22.43,47994.0
MTN,2023-11-07,221.86,223.66,220.6,222.68,305738.0
EDU,2023-11-07,67.38,67.85,65.32,65.5,1890308.0
ONON,2023-11-07,28.71,29.12,28.23,28.23,4244485.0
GRND,2023-11-07,5.78,5.9599,5.76,5.81,387806.0
AFYA,2023-11-07,17.49,17.59,16.92,17.15,120086.0
PRSO,2023-11-07,6.128,6.36,5.48,5.8,13090.925
EDU,2023-11-08,68.03,68.4,66.58,66.88,934934.0
MTN,2023-11-08,219.3,223.17,217.89,223.17,253598.0
GRND,2023-11-08,5.86,5.9,5.72,5.79,228188.0
AFYA,2023-11-08,17.31,17.675,17.23,17.5,158057.0
ONON,2023-11-08,28.22,28.91,28.18,28.59,3053950.0
NMM,2023-11-08,21.63,22.06,21.58,22.06,60525.0
PRSO,2023-11-08,12.92,15.184,6.204,6.8,2499373.725
GRND,2023-11-09,5.81,5.89,5.8,5.83,276249.0
EDU,2023-11-09,67.62,69.58,67.2295,68.4,1573092.0
NMM,2023-11-09,21.54,22.2299,21.5,21.8,48804.0
MTN,2023-11-09,217.21,221.945,216.66,220.2,259817.0
ONON,2023-11-09,26.98,28.5,26.715,28.4,4690409.0
PRSO,2023-11-09,12.336,15.656,10.8,12.808,532290.6
AFYA,2023-11-09,17.09,17.415,17.01,17.2,121188.0
AFYA,2023-11-10,17.44,17.5,16.83,17.2,104273.0
GRND,2023-11-10,5.81,5.84,5.71,5.8,440238.0
NMM,2023-11-10,21.48,21.7325,21.2028,21.64,69081.0
PRSO,2023-11-10,8.36,11.996,8.08,11.996,96390.9
EDU,2023-11-10,67.87,68.27,67.22,67.22,804464.0
ONON,2023-11-10,26.9,27.0693,25.88,26.93,4973439.0
MTN,2023-11-10,221.15,221.53,217.12,217.87,210528.0
PRSO,2023-11-13,9.56,10.2,8.332,9.704,177727.875
AFYA,2023-11-13,17.6,17.78,17.35,17.42,209100.0
EDU,2023-11-13,69.51,69.79,67.38,68.33,1119608.0
GRND,2023-11-13,5.98,5.995,5.73,5.77,556976.0
NMM,2023-11-13,21.63,21.64,21.18,21.31,36492.0
MTN,2023-11-13,219.03,220.43,217.9,220.22,250624.0
ONON,2023-11-13,26.56,26.99,26.09,26.94,8645466.0
PRSO,2023-11-14,9.2,9.4,8.04,8.276,30716.0
NMM,2023-11-14,22.38,22.49,21.83,21.83,95776.0
GRND,2023-11-14,6.92,7.045,6.01,6.11,2465637.0
MTN,2023-11-14,225.02,226.6,223.312,223.87,287164.0
EDU,2023-11-14,69.5,70.5478,68.5,69.9,1010324.0
AFYA,2023-11-14,18.02,18.27,14.64,17.36,797707.0
ONON,2023-11-14,25.65,26.09,24.15,25.23,20279629.0
GRND,2023-11-15,6.78,7.23,6.73,7.02,895358.0
MTN,2023-11-15,224.56,227.725,223.21,225.21,262703.0
PRSO,2023-11-15,9.96,10.196,8.044,8.56,37137.125
EDU,2023-11-15,67.77,69.8,67.74,68.82,2222628.0
NMM,2023-11-15,22.69,22.8,22.34,22.38,61414.0
AFYA,2023-11-15,18.63,18.9099,17.86,18.11,244785.0
ONON,2023-11-15,27.77,28.14,26.04,26.1,10721365.0
GRND,2023-11-16,6.69,6.88,6.61,6.69,618397.0
MTN,2023-11-16,222.51,224.55,221.18,224.55,255919.0
AFYA,2023-11-16,18.34,18.58,17.8425,18.47,220783.0
NMM,2023-11-16,22.45,22.69,22.2852,22.5,41311.0
PRSO,2023-11-16,9.188,9.96,9.0,9.96,13721.625
EDU,2023-11-16,68.99,69.69,66.35,66.86,1668309.0
ONON,2023-11-16,27.13,27.57,26.6101,27.07,4362685.0
NMM,2023-11-17,23.0,23.0,22.57,22.61,79294.0
MTN,2023-11-17,225.44,226.06,222.05,224.11,251482.0
PRSO,2023-11-17,8.724,9.184,8.304,8.912,12170.6
AFYA,2023-11-17,18.94,19.23,18.39,18.5,267966.0
ONON,2023-11-17,27.6,27.91,26.7001,27.21,3541034.0
GRND,2023-11-17,6.71,6.81,6.39,6.71,567014.0
EDU,2023-11-17,68.3,69.48,68.27,68.58,718635.0
ONON,2023-11-20,28.46,28.54,27.6,27.7,3688445.0
PRSO,2023-11-20,8.68,8.776,8.204,8.464,5927.95
NMM,2023-11-20,23.03,23.15,22.4983,23.0,49121.0
MTN,2023-11-20,226.24,227.145,224.77,226.2,257748.0
AFYA,2023-11-20,19.4,19.65,18.79,18.79,305229.0
GRND,2023-11-20,6.85,7.08,6.7,6.77,482382.0
EDU,2023-11-20,71.35,72.5,69.65,70.35,1896356.0
GRND,2023-11-21,6.82,6.9099,6.68,6.77,475856.0
PRSO,2023-11-21,7.496,8.6,6.844,8.6,15506.125
ONON,2023-11-21,27.87,28.775,27.745,28.52,2801872.0
MTN,2023-11-21,224.71,226.5,223.62,225.3,222099.0
EDU,2023-11-21,71.96,72.4,69.0,69.17,1072217.0
NMM,2023-11-21,23.05,23.26,22.8,23.09,49299.0
AFYA,2023-11-21,19.48,19.77,19.29,19.44,309551.0
EDU,2023-11-22,71.85,72.6,70.54,72.23,617472.0
GRND,2023-11-22,6.76,6.92,6.72,6.8,405989.0
PRSO,2023-11-22,7.816,8.0,6.856,8.0,8640.15
ONON,2023-11-22,27.58,28.3,27.475,28.0,2304037.0
NMM,2023-11-22,23.17,23.22,22.8,23.0,35040.0
AFYA,2023-11-22,20.01,20.19,19.45,19.45,332556.0
MTN,2023-11-22,226.17,228.14,225.01,226.56,259283.0
MTN,2023-11-24,226.28,226.61,224.0,225.57,115605.0
AFYA,2023-11-24,20.33,20.44,20.08,20.08,187256.0
ONON,2023-11-24,28.48,28.52,27.82,27.82,1326017.0
PRSO,2023-11-24,8.0,8.2,7.412,7.972,6167.275
NMM,2023-11-24,24.1,24.2,23.4,23.4,129358.0
GRND,2023-11-24,6.7,6.7288,6.64,6.7,411698.0
EDU,2023-11-24,75.4,76.3367,72.27,72.27,1191615.0
MTN,2023-11-27,220.86,225.99,220.46,225.71,383897.0
GRND,2023-11-27,6.4,6.62,6.33,6.57,495839.0
ONON,2023-11-27,28.21,28.55,27.875,28.5,2673537.0
PRSO,2023-11-27,7.4,8.0,7.268,7.816,4416.1
AFYA,2023-11-27,20.23,20.41,19.405,19.62,335659.0
EDU,2023-11-27,74.86,75.26,74.2082,75.0,984912.0
NMM,2023-11-27,24.48,24.58,23.78,24.2,111055.0
ONON,2023-11-28,28.79,28.99,27.75,28.03,3158931.0
GRND,2023-11-28,6.29,6.353,6.12,6.35,837827.0
PRSO,2023-11-28,7.284,8.4,6.276,8.4,13970.9
NMM,2023-11-28,24.77,24.96,24.51,24.7,94638.0
AFYA,2023-11-28,20.22,20.53,20.02,20.24,207566.0
EDU,2023-11-28,76.94,78.95,76.0072,76.21,2010184.0
MTN,2023-11-28,216.29,220.82,216.1,220.82,528278.0
ONON,2023-11-29,29.95,30.22,29.15,29.4,7297155.0
MTN,2023-11-29,215.22,218.86,214.71,216.5,384663.0
AFYA,2023-11-29,20.56,21.18,20.28,20.28,229591.0
NMM,2023-11-29,25.58,25.595,24.89,24.99,332785.0
PRSO,2023-11-29,6.96,7.3879,6.808,7.272,8503.5
GRND,2023-11-29,6.75,6.81,6.37,6.37,476573.0
EDU,2023-11-29,78.35,79.115,77.5001,78.25,1688060.0
NMM,2023-11-30,25.77,26.09,25.43,26.09,155151.0
MTN,2023-11-30,217.31,217.39,212.22,215.3,604394.0
EDU,2023-11-30,81.38,81.59,79.5829,80.0,2507058.0
PRSO,2023-11-30,7.88,8.2,6.4,6.828,15485.975
ONON,2023-11-30,29.01,30.31,28.67,30.15,7881298.0
AFYA,2023-11-30,20.46,20.67,20.3,20.52,142048.0
GRND,2023-11-30,6.72,6.8692,6.62,6.79,463007.0
AFYA,2023-12-01,20.45,20.63,20.27,20.43,97198.0
EDU,2023-12-01,81.63,82.57,79.82,81.74,1687418.0
PRSO,2023-12-01,8.2,8.2,7.464,8.08,5844.2
GRND,2023-12-01,7.19,7.23,6.64,6.72,538133.0
ONON,2023-12-01,30.26,30.29,28.785,29.09,4453670.0
NMM,2023-12-01,26.09,26.31,25.6657,25.8,163833.0
MTN,2023-12-01,221.61,221.642,216.76,216.79,404332.0
AFYA,2023-12-04,20.5,20.58,20.36,20.41,106723.0
NMM,2023-12-04,25.77,26.12,25.59,25.89,111842.0
EDU,2023-12-04,81.31,82.35,80.02,82.18,1548148.0
PRSO,2023-12-04,8.0,8.0,7.44,7.44,6269.025
MTN,2023-12-04,221.22,224.12,220.015,221.77,410190.0
GRND,2023-12-04,7.13,7.42,6.72,6.72,543728.0
ONON,2023-12-04,29.83,30.7164,29.49,29.84,4795902.0
EDU,2023-12-05,76.07,78.44,75.0,77.4,2642664.0
MTN,2023-12-05,215.11,220.12,214.93,220.12,328032.0
GRND,2023-12-05,7.64,7.6799,7.03,7.1,587561.0
PRSO,2023-12-05,7.932,8.2,7.312,7.86,5894.2
ONON,2023-12-05,29.29,29.63,29.02,29.53,2615985.0
NMM,2023-12-05,25.68,25.68,25.01,25.56,151971.0
AFYA,2023-12-05,20.51,20.59,20.25,20.49,95397.0
AFYA,2023-12-06,21.11,21.47,20.7,20.7,287315.0
ONON,2023-12-06,27.59,29.3,27.47,29.0,6653263.0
PRSO,2023-12-06,7.376,7.836,7.312,7.836,4557.725
NMM,2023-12-06,25.59,26.07,25.45,25.68,156544.0
EDU,2023-12-06,78.06,79.25,77.59,78.82,1628051.0
GRND,2023-12-06,7.69,8.06,7.6487,7.65,678998.0
MTN,2023-12-06,213.7,216.7,213.27,216.33,400119.0
ONON,2023-12-07,28.27,28.295,27.04,27.26,3581660.0
AFYA,2023-12-07,21.78,21.91,21.0,21.24,202925.0
EDU,2023-12-07,79.79,80.1,78.5,78.84,906745.0
PRSO,2023-12-07,7.16,7.6,6.9,7.6,6716.925
GRND,2023-12-07,7.8,7.9,7.624,7.72,403828.0
NMM,2023-12-07,25.43,25.57,25.13,25.51,104740.0
MTN,2023-12-07,216.93,218.05,213.37,213.37,413213.0
MTN,2023-12-08,225.87,227.675,217.7,218.68,775918.0
AFYA,2023-12-08,21.36,21.755,21.28,21.63,300629.0
GRND,2023-12-08,7.8,7.94,7.62,7.83,370908.0
PRSO,2023-12-08,8.104,8.8,7.28,7.52,13786.325
NMM,2023-12-08,25.53,25.75,25.29,25.29,56741.0
ONON,2023-12-08,28.63,28.8,28.12,28.12,3503122.0
EDU,2023-12-08,80.39,80.9744,79.05,79.05,904737.0
PRSO,2023-12-11,7.36,8.312,7.244,7.916,10741.425
MTN,2023-12-11,229.76,230.005,224.911,226.28,530713.0
ONON,2023-12-11,28.26,29.1,28.2,28.66,2682740.0
AFYA,2023-12-11,21.1,21.56,21.01,21.36,226244.0
GRND,2023-12-11,8.05,8.23,7.96,8.0,534153.0
NMM,2023-12-11,25.24,25.57,25.1586,25.57,189835.0
EDU,2023-12-11,78.99,80.1367,77.14,77.94,1446855.0
AFYA,2023-12-12,21.01,21.15,20.83,21.03,195667.0
NMM,2023-12-12,25.37,25.4599,24.79,25.1,103571.0
EDU,2023-12-12,82.76,83.73,79.24,79.42,1427465.0
PRSO,2023-12-12,8.344,8.796,7.344,7.584,21806.775
ONON,2023-12-12,28.16,28.31,27.895,28.07,2876936.0
GRND,2023-12-12,8.33,8.45,8.15,8.18,578467.0
MTN,2023-12-12,228.66,229.99,225.935,229.44,288891.0
GRND,2023-12-13,8.48,8.58,8.16,8.35,596870.0
MTN,2023-12-13,229.62,229.66,223.443,227.99,390653.0
ONON,2023-12-13,29.82,29.89,27.54,28.13,4555735.0
PRSO,2023-12-13,7.92,8.28,7.756,8.092,3595.45
EDU,2023-12-13,80.81,81.78,80.0,81.64,1439375.0
NMM,2023-12-13,26.12,26.19,24.86,25.29,186022.0
AFYA,2023-12-13,21.3,21.31,20.8801,20.95,169184.0
EDU,2023-12-14,79.45,80.98,78.33,78.52,2347195.0
GRND,2023-12-14,8.55,8.74,8.235,8.45,820691.0
ONON,2023-12-14,30.55,31.32,30.39,30.98,6009546.0
AFYA,2023-12-14,21.05,21.66,20.8,21.55,207599.0
NMM,2023-12-14,27.0,27.09,26.2,26.2,147160.0
MTN,2023-12-14,230.16,235.435,228.59,232.51,440425.0
PRSO,2023-12-14,8.8,9.2,7.72,7.72,7475.075
ONON,2023-12-15,30.88,31.5,30.61,31.05,5437530.0
NMM,2023-12-15,27.31,27.4699,26.935,27.12,145017.0
MTN,2023-12-15,226.88,229.69,224.54,228.73,545652.0
GRND,2023-12-15,8.15,8.55,8.02,8.55,1177996.0
PRSO,2023-12-15,8.68,9.68,8.0263,8.52,7121.9
AFYA,2023-12-15,21.2,21.32,20.84,21.06,282359.0
EDU,2023-12-15,72.02,77.33,71.66,76.65,5698091.0
GRND,2023-12-18,7.94,8.24,7.83,8.13,472219.0
AFYA,2023-12-18,21.22,21.28,21.0,21.25,79316.0
MTN,2023-12-18,229.28,231.92,226.55,227.93,473696.0
PRSO,2023-12-18,8.664,8.716,7.732,8.4,4991.25
NMM,2023-12-18,27.07,27.78,26.98,27.67,200224.0
ONON,2023-12-18,30.56,31.24,30.38,31.0,3040818.0
EDU,2023-12-18,76.11,79.27,75.09,77.91,3574891.0
GRND,2023-12-19,8.16,8.17,7.85,7.92,314156.0
AFYA,2023-12-19,21.74,21.75,21.0745,21.34,87966.0
ONON,2023-12-19,31.35,31.96,30.88,30.88,4752365.0
NMM,2023-12-19,27.57,27.6,26.812,27.06,140783.0
MTN,2023-12-19,229.74,232.135,228.71,230.15,335629.0
EDU,2023-12-19,75.4,77.07,74.81,75.98,2393945.0
PRSO,2023-12-19,9.0,9.68,7.528,7.72,20162.65
NMM,2023-12-20,27.67,28.25,27.38,27.61,145837.0
ONON,2023-12-20,29.42,31.66,29.39,31.3,4189338.0
EDU,2023-12-20,72.26,74.29,71.661,73.22,2485956.0
GRND,2023-12-20,8.26,8.5,8.1007,8.16,437780.0
PRSO,2023-12-20,9.44,10.1,8.948,9.2,9914.575
MTN,2023-12-20,221.35,228.62,220.58,228.62,411353.0
AFYA,2023-12-20,21.41,21.9,21.4,21.69,136697.0
MTN,2023-12-21,223.5,223.74,220.17,223.4,396407.0
ONON,2023-12-21,29.11,30.195,28.63,29.56,6557518.0
EDU,2023-12-21,73.15,74.24,71.62,74.0,1404910.0
PRSO,2023-12-21,10.12,11.16,9.84,9.98,8593.5
GRND,2023-12-21,8.49,8.53,8.3,8.32,256794.0
NMM,2023-12-21,28.14,28.16,27.59,27.71,81504.0
AFYA,2023-12-21,21.72,21.76,21.37,21.67,79444.0
NMM,2023-12-22,28.5,28.72,28.25,28.25,120209.0
PRSO,2023-12-22,10.948,11.12,9.996,10.304,10596.9
GRND,2023-12-22,8.46,8.525,8.4,8.5,264783.0
AFYA,2023-12-22,21.76,21.91,21.29,21.71,218127.0
MTN,2023-12-22,222.35,223.1,220.4,221.94,315885.0
ONON,2023-12-22,28.03,28.54,27.11,27.82,11251414.0
EDU,2023-12-22,69.68,71.48,67.61,67.82,4250671.0
AFYA,2023-12-26,22.11,22.41,21.74,21.8,197724.0
MTN,2023-12-26,220.89,222.32,220.81,221.51,302830.0
NMM,2023-12-26,28.06,28.55,28.0,28.55,116783.0
ONON,2023-12-26,28.0,28.665,27.98,28.15,4032478.0
GRND,2023-12-26,8.66,8.68,8.4103,8.48,421919.0
PRSO,2023-12-26,9.164,10.8,9.164,10.2,13853.825
EDU,2023-12-26,71.39,73.18,70.805,71.0,2068813.0
MTN,2023-12-27,217.32,220.3625,216.02,220.24,347320.0
NMM,2023-12-27,28.07,28.18,27.9,28.0,64229.0
ONON,2023-12-27,27.73,28.21,27.674,28.1,3100699.0
PRSO,2023-12-27,9.6,9.88,9.2,9.2,6505.7
GRND,2023-12-27,8.77,8.94,8.62,8.65,691361.0
EDU,2023-12-27,71.72,72.32,71.04,71.07,1320622.0
AFYA,2023-12-27,21.97,22.28,21.86,22.13,190200.0
EDU,2023-12-28,70.64,73.29,69.97,72.5,1094617.0
PRSO,2023-12-28,10.248,10.6,9.604,10.0,12218.05
AFYA,2023-12-28,21.76,22.12,21.52,22.01,74247.0
ONON,2023-12-28,27.96,28.09,27.61,27.93,3602859.0
MTN,2023-12-28,218.23,218.36,216.105,217.0,286850.0
GRND,2023-12-28,8.96,9.0,8.75,8.89,799581.0
NMM,2023-12-28,27.99,28.3,27.89,27.89,48318.0
AFYA,2023-12-29,21.93,22.0,21.59,21.67,109271.0
MTN,2023-12-29,213.47,218.35,213.15,217.59,484416.0
PRSO,2023-12-29,11.184,11.2,10.4,10.4,11058.625
NMM,2023-12-29,27.96,28.04,27.54,27.99,92342.0
GRND,2023-12-29,8.78,9.09,8.78,8.93,693903.0
EDU,2023-12-29,73.28,74.83,70.11,70.11,1941753.0
ONON,2023-12-29,26.97,28.14,26.86,27.73,4960352.0
NMM,2024-01-02,28.23,28.3984,27.83,27.96,128051.0
AFYA,2024-01-02,21.29,21.8999,21.1,21.83,123717.0
PRSO,2024-01-02,9.44,11.08,9.2,10.4,13179.975
GRND,2024-01-02,8.56,8.7,8.33,8.68,2150041.0
EDU,2024-01-02,71.19,72.52,70.32,72.06,2967172.0
ONON,2024-01-02,26.76,27.255,26.46,26.62,6246427.0
MTN,2024-01-02,210.95,213.31,208.65,212.4,501289.0
PRSO,2024-01-03,8.03,8.4799,7.2601,7.82,44306.0
EDU,2024-01-03,73.02,73.19,69.5,70.0,1265827.0
GRND,2024-01-03,8.2,8.57,8.14,8.57,1180432.0
AFYA,2024-01-03,21.46,21.61,20.91,21.16,113503.0
MTN,2024-01-03,206.9,209.81,204.9,209.13,625745.0
NMM,2024-01-03,28.84,29.1699,27.85,28.2,152310.0
ONON,2024-01-03,26.07,26.55,25.9,26.49,4499761.0
GRND,2024-01-04,8.33,8.37,8.15,8.28,213412.0
AFYA,2024-01-04,21.02,21.465,20.83,21.34,135551.0
EDU,2024-01-04,77.08,78.19,73.16,73.23,2558570.0
ONON,2024-01-04,26.27,26.595,25.78,26.03,4624702.0
MTN,2024-01-04,209.78,210.5,206.5,207.36,659989.0
PRSO,2024-01-04,7.2,8.03,7.14,8.03,25083.0
NMM,2024-01-04,29.11,29.4926,28.975,29.17,126771.0
ONON,2024-01-05,26.57,27.485,26.47,26.73,5705294.0
NMM,2024-01-05,29.57,29.65,28.96,29.15,182827.0
MTN,2024-01-05,210.14,213.55,208.31,208.31,378869.0
AFYA,2024-01-05,20.83,21.27,20.71,20.82,232635.0
EDU,2024-01-05,76.72,78.19,75.5596,77.0,3043467.0
PRSO,2024-01-05,6.63,7.065,6.44,6.84,28610.0
GRND,2024-01-05,8.3,8.42,8.23,8.26,198884.0
ONON,2024-01-08,28.2,28.99,26.7,26.74,16777140.0
GRND,2024-01-08,8.78,8.8,8.33,8.35,565959.0
MTN,2024-01-08,213.8,213.81,208.155,209.02,432653.0
AFYA,2024-01-08,21.15,21.37,20.71,20.86,234572.0
EDU,2024-01-08,75.53,75.89,74.03,74.74,1183049.0
PRSO,2024-01-08,6.7248,6.75,6.32,6.5,5846.0
NMM,2024-01-08,29.15,29.56,28.45,29.24,104980.0
