symbol,date,close,high,low,open,volume
PRSO,2024-01-09,6.83,7.02,6.61,6.61,5967.0
EDU,2024-01-09,74.6,75.54,74.1,74.5,631478.0
MTN,2024-01-09,211.43,213.02,210.56,212.0,343435.0
GRND,2024-01-09,8.65,8.88,8.56,8.73,820662.0
NMM,2024-01-09,28.86,29.26,28.45,28.94,63126.0
ONON,2024-01-09,27.53,28.5605,27.42,28.29,5531439.0
AFYA,2024-01-09,20.81,21.04,20.77,21.04,94878.0
PRSO,2024-01-10,6.6442,6.83,6.6442,6.83,4049.0
GRND,2024-01-10,8.75,8.86,8.54,8.62,369414.0
NMM,2024-01-10,28.78,29.29,28.68,28.96,57290.0
ONON,2024-01-10,28.71,28.9,27.11,27.66,5488049.0
AFYA,2024-01-10,20.91,20.95,20.58,20.83,119345.0
EDU,2024-01-10,74.93,77.25,74.185,74.9,1021796.0
MTN,2024-01-10,214.78,214.79,210.12,211.43,287542.0
GRND,2024-01-11,8.6,8.8,8.59,8.8,374027.0
NMM,2024-01-11,28.62,28.8116,28.35,28.71,106649.0
ONON,2024-01-11,28.7,29.09,27.85,28.54,4988604.0
MTN,2024-01-11,214.02,215.58,212.695,215.0,333376.0
EDU,2024-01-11,76.92,77.11,75.01,75.8,1477958.0
PRSO,2024-01-11,6.48,6.59,6.3,6.585,4410.0
AFYA,2024-01-11,21.12,21.15,20.53,20.97,159895.0
GRND,2024-01-12,8.72,8.755,8.52,8.66,223744.0
EDU,2024-01-12,77.7,77.82,76.22,77.0,1160898.0
ONON,2024-01-12,28.02,28.75,27.9101,28.5,4043508.0
MTN,2024-01-12,216.52,217.48,213.73,214.75,404490.0
AFYA,2024-01-12,21.11,21.43,21.0,21.29,134961.0
PRSO,2024-01-12,6.575,6.8,6.3309,6.56,4674.0
NMM,2024-01-12,29.01,29.41,28.72,28.95,143566.0
PRSO,2024-01-16,5.68,6.21,5.68,6.21,17773.0
NMM,2024-01-16,29.01,29.34,28.7201,29.0,67089.0
AFYA,2024-01-16,21.36,21.36,20.84,21.03,177769.0
GRND,2024-01-16,8.83,8.86,8.64,8.65,300699.0
MTN,2024-01-16,211.84,215.54,210.98,215.01,445957.0
ONON,2024-01-16,27.98,28.71,27.32,27.92,6283760.0
EDU,2024-01-16,76.05,77.61,75.711,76.8,2107702.0
GRND,2024-01-17,8.69,8.79,8.49,8.75,297963.0
PRSO,2024-01-17,5.3,5.56,5.04,5.46,32890.0
NMM,2024-01-17,29.12,29.16,28.5702,28.6,67584.0
AFYA,2024-01-17,21.94,21.94,21.07,21.29,156930.0
ONON,2024-01-17,27.7,27.705,26.67,27.35,5556943.0
MTN,2024-01-17,214.11,214.11,209.66,209.66,349689.0
EDU,2024-01-17,75.03,75.12,70.91,72.38,1643325.0
GRND,2024-01-18,8.65,8.8358,8.56,8.68,162925.0
ONON,2024-01-18,27.78,28.0,27.245,27.8,5782392.0
NMM,2024-01-18,29.36,29.53,29.09,29.27,125719.0
PRSO,2024-01-18,5.52,5.94,5.25,5.25,14997.0
AFYA,2024-01-18,22.21,22.24,21.755,22.0,125534.0
MTN,2024-01-18,222.08,222.553,215.14,215.14,947789.0
EDU,2024-01-18,74.08,75.74,72.9,75.57,1134075.0
EDU,2024-01-19,71.95,72.96,70.07,71.98,1749641.0
NMM,2024-01-19,29.6,29.74,29.06,29.26,103879.0
ONON,2024-01-19,27.96,27.96,27.23,27.85,3302809.0
PRSO,2024-01-19,5.84,6.1,5.51,5.72,14027.0
GRND,2024-01-19,8.64,8.74,8.47,8.74,307393.0
AFYA,2024-01-19,22.37,22.48,21.42,22.17,105397.0
MTN,2024-01-19,223.16,223.64,219.555,222.58,511247.0
NMM,2024-01-22,28.97,29.72,28.88,29.34,128417.0
PRSO,2024-01-22,6.59,6.9099,5.8,5.8,15744.0
AFYA,2024-01-22,20.18,21.78,20.0516,21.78,287494.0
MTN,2024-01-22,224.19,226.98,222.25,225.13,457001.0
GRND,2024-01-22,8.85,8.96,8.73,8.73,290174.0
ONON,2024-01-22,28.2,28.24,27.415,28.12,4291479.0
EDU,2024-01-22,68.98,70.1,67.71,68.94,2763931.0
ONON,2024-01-23,27.73,28.62,27.555,28.49,2590899.0
EDU,2024-01-23,71.99,72.73,70.9,70.9,2083693.0
NMM,2024-01-23,28.89,29.12,28.62,29.12,71284.0
AFYA,2024-01-23,20.47,20.8113,20.16,20.27,120014.0
PRSO,2024-01-23,6.36,6.6539,6.3,6.35,11875.0
GRND,2024-01-23,8.86,8.96,8.74,8.96,176954.0
MTN,2024-01-23,225.71,226.29,224.2,224.81,238913.0
MTN,2024-01-24,224.51,227.66,223.92,227.66,363820.0
ONON,2024-01-24,26.05,27.9,26.03,27.9,6721798.0
AFYA,2024-01-24,20.25,20.765,20.12,20.64,102076.0
EDU,2024-01-24,76.16,80.3,73.6,79.9,4834151.0
GRND,2024-01-24,8.65,9.0,8.59,9.0,287270.0
PRSO,2024-01-24,5.74,6.6126,5.47,6.39,14882.0
NMM,2024-01-24,29.07,29.4899,28.95,29.2,72792.0
MTN,2024-01-25,225.93,228.37,225.04,226.8,381188.0
PRSO,2024-01-25,5.5783,5.825,5.44,5.75,8044.0
GRND,2024-01-25,8.82,8.94,8.675,8.77,309181.0
ONON,2024-01-25,26.63,26.9422,26.39,26.42,4382214.0
EDU,2024-01-25,81.05,82.25,77.5,77.68,2984573.0
NMM,2024-01-25,28.87,29.2289,28.64,29.19,55469.0
AFYA,2024-01-25,20.63,20.675,20.2,20.38,117818.0
GRND,2024-01-26,9.0,9.12,8.9,8.9,351310.0
EDU,2024-01-26,79.93,80.925,78.91,80.3,948081.0
PRSO,2024-01-26,5.65,5.65,5.43,5.45,3897.0
MTN,2024-01-26,228.08,228.12,225.76,227.0,311824.0
NMM,2024-01-26,28.88,28.99,28.34,28.87,83472.0
ONON,2024-01-26,26.25,27.09,26.25,26.9,3231921.0
AFYA,2024-01-26,20.31,20.72,20.29,20.72,116051.0
ONON,2024-01-29,27.49,27.5,26.1,26.33,3097551.0
NMM,2024-01-29,28.73,28.9899,28.43,28.75,40785.0
MTN,2024-01-29,223.53,227.75,219.91,227.75,389798.0
PRSO,2024-01-29,5.6,5.6,5.4,5.4704,3922.0
AFYA,2024-01-29,19.65,20.34,19.63,20.13,115332.0
GRND,2024-01-29,8.94,9.1,8.83,9.05,369321.0
EDU,2024-01-29,76.2,79.33,72.62,78.81,3169288.0
AFYA,2024-01-30,19.65,19.83,19.2808,19.51,122503.0
ONON,2024-01-30,27.5,27.77,26.93,27.24,5017972.0
MTN,2024-01-30,220.95,223.35,220.9,221.7,303776.0
PRSO,2024-01-30,5.26,5.83,5.2,5.24,19970.0
NMM,2024-01-30,29.08,29.25,28.03,28.08,76198.0
EDU,2024-01-30,76.57,77.57,74.38,74.38,1456546.0
GRND,2024-01-30,8.83,8.9,8.74,8.87,273276.0
MTN,2024-01-31,222.0,224.2421,219.31,220.83,517539.0
EDU,2024-01-31,76.66,77.18,74.56,74.75,1150974.0
GRND,2024-01-31,8.68,8.91,8.64,8.78,357546.0
NMM,2024-01-31,28.72,29.25,28.68,29.02,38827.0
PRSO,2024-01-31,5.29,5.7,5.15,5.15,10881.0
AFYA,2024-01-31,19.62,19.8499,19.44,19.6,93747.0
ONON,2024-01-31,26.56,27.67,26.49,27.26,7112498.0
NMM,2024-02-01,28.36,29.075,27.47,28.7,159836.0
PRSO,2024-02-01,4.3,5.14,3.7001,5.14,171329.0
EDU,2024-02-01,78.24,81.0,78.24,79.46,1402969.0
ONON,2024-02-01,26.8,27.115,26.22,26.81,4429735.0
AFYA,2024-02-01,20.59,20.62,19.64,19.67,117513.0
MTN,2024-02-01,222.05,222.59,217.14,222.43,504018.0
GRND,2024-02-01,8.72,8.84,8.63,8.73,227565.0
MTN,2024-02-02,222.38,224.465,216.78,220.26,341042.0
EDU,2024-02-02,81.4,81.81,78.999,79.16,2900011.0
GRND,2024-02-02,8.62,8.7,8.53,8.68,174947.0
NMM,2024-02-02,27.85,28.39,27.72,28.33,84284.0
AFYA,2024-02-02,20.08,20.57,19.89,20.41,124005.0
PRSO,2024-02-02,4.175,4.36,4.05,4.05,13726.0
ONON,2024-02-02,27.7,27.71,26.46,26.73,4161519.0
MTN,2024-02-05,220.13,221.465,218.46,220.65,283038.0
EDU,2024-02-05,79.3,82.0,77.46,81.88,2522151.0
GRND,2024-02-05,8.65,8.6928,8.42,8.5,443500.0
PRSO,2024-02-05,3.05,3.89,3.03,3.88,94857.0
NMM,2024-02-05,27.91,28.11,27.525,27.89,97667.0
ONON,2024-02-05,27.17,27.6,26.87,27.52,3336901.0
AFYA,2024-02-05,20.44,20.52,19.85,20.05,111115.0
ONON,2024-02-06,27.87,27.995,27.02,27.16,3504602.0
PRSO,2024-02-06,1.75,1.8,1.51,1.61,716030.0
AFYA,2024-02-06,20.23,20.6,20.01,20.6,96970.0
NMM,2024-02-06,28.09,28.63,27.8,27.8,77105.0
EDU,2024-02-06,80.77,83.11,79.64,81.0,2313585.0
GRND,2024-02-06,8.47,8.64,8.43,8.62,220691.0
MTN,2024-02-06,221.45,223.515,219.94,220.92,464546.0
MTN,2024-02-07,221.25,223.12,219.26,220.0,223634.0
ONON,2024-02-07,27.87,28.52,27.47,27.9,4143758.0
NMM,2024-02-07,28.37,28.48,27.88,28.06,42355.0
GRND,2024-02-07,8.25,8.52,8.25,8.51,223675.0
EDU,2024-02-07,81.37,81.5,77.74,78.5,2953231.0
AFYA,2024-02-07,19.99,20.148,19.75,20.11,85579.0
PRSO,2024-02-07,1.78,1.8,1.52,1.8,126010.0
NMM,2024-02-08,28.5,28.58,28.141,28.16,70770.0
EDU,2024-02-08,86.72,88.43,84.88,88.19,4311889.0
MTN,2024-02-08,221.76,223.16,219.58,222.89,241991.0
PRSO,2024-02-08,1.782,1.782,1.59,1.65,137007.0
ONON,2024-02-08,28.57,28.795,27.81,27.9,3977073.0
GRND,2024-02-08,8.21,8.37,8.06,8.16,255377.0
AFYA,2024-02-08,20.39,20.61,20.05,20.05,94919.0
NMM,2024-02-09,28.37,28.55,28.05,28.39,108880.0
PRSO,2024-02-09,1.8401,1.86,1.745,1.81,99064.0
ONON,2024-02-09,29.5,29.67,28.58,28.67,4977792.0
MTN,2024-02-09,224.06,224.56,220.65,221.17,258936.0
AFYA,2024-02-09,20.9,21.02,20.3,20.33,84374.0
EDU,2024-02-09,87.99,88.2,85.76,86.6,1434759.0
GRND,2024-02-09,8.23,8.37,8.21,8.25,216565.0
NMM,2024-02-12,29.85,29.92,28.49,28.49,154843.0
MTN,2024-02-12,227.79,228.72,223.95,223.95,347180.0
AFYA,2024-02-12,21.02,21.311,20.84,20.84,85125.0
PRSO,2024-02-12,1.6693,2.3,1.5,1.91,1371406.0
EDU,2024-02-12,90.87,90.88,87.94,88.03,1231458.0
ONON,2024-02-12,30.05,30.43,29.6,29.6,5422648.0
GRND,2024-02-12,8.65,8.71,8.22,8.23,432549.0
GRND,2024-02-13,8.15,8.4686,8.12,8.35,347826.0
AFYA,2024-02-13,20.28,20.68,20.17,20.68,42034.0
MTN,2024-02-13,222.58,224.13,220.19,223.36,299856.0
PRSO,2024-02-13,1.48,1.7,1.42,1.67,1664044.0
EDU,2024-02-13,88.06,90.5,87.95,89.05,972131.0
ONON,2024-02-13,29.96,30.19,28.5,28.66,5305393.0
NMM,2024-02-13,29.48,30.14,28.8,29.9,167283.0
EDU,2024-02-14,91.22,91.26,89.3,89.63,980864.0
MTN,2024-02-14,224.2,224.21,220.0,223.91,278546.0
GRND,2024-02-14,8.06,8.3692,7.99,8.24,240643.0
NMM,2024-02-14,30.88,31.3599,29.86,29.87,301812.0
ONON,2024-02-14,32.01,32.03,30.43,30.5,11005655.0
PRSO,2024-02-14,1.53,1.69,1.43,1.52,225001.0
AFYA,2024-02-14,20.51,20.675,20.31,20.4,187232.0
NMM,2024-02-15,31.22,32.0,30.66,30.9,217579.0
ONON,2024-02-15,32.31,33.245,31.98,32.35,6078230.0
PRSO,2024-02-15,1.57,1.6799,1.36,1.54,270810.0
AFYA,2024-02-15,19.95,20.56,19.95,20.56,50764.0
MTN,2024-02-15,228.07,229.26,224.56,224.56,236761.0
GRND,2024-02-15,8.48,8.49,8.1179,8.15,259291.0
EDU,2024-02-15,91.0,92.18,89.52,90.0,816610.0
AFYA,2024-02-16,19.62,20.015,19.62,19.95,100103.0
NMM,2024-02-16,31.25,31.42,31.03,31.26,73452.0
MTN,2024-02-16,225.48,228.125,225.41,226.07,277526.0
GRND,2024-02-16,8.53,8.54,8.34,8.38,175332.0
PRSO,2024-02-16,1.53,1.58,1.49,1.58,117768.0
ONON,2024-02-16,31.74,32.1,31.0845,32.1,4168546.0
EDU,2024-02-16,89.92,93.29,89.58,92.39,1158627.0
AFYA,2024-02-20,19.85,20.04,19.4564,19.75,132124.0
PRSO,2024-02-20,1.75,2.0,1.52,1.71,8824016.0
MTN,2024-02-20,228.14,228.63,224.405,224.69,368258.0
EDU,2024-02-20,90.55,91.535,88.85,91.5,1266259.0
GRND,2024-02-20,8.47,8.58,8.35,8.41,227667.0
ONON,2024-02-20,31.61,31.7,31.1,31.46,2929936.0
NMM,2024-02-20,31.66,31.7199,30.9112,31.14,99900.0
NMM,2024-02-21,32.77,32.83,31.6,31.8,222120.0
GRND,2024-02-21,8.41,8.47,8.3522,8.47,185132.0
MTN,2024-02-21,230.26,230.67,227.945,228.54,320676.0
PRSO,2024-02-21,1.75,1.76,1.5801,1.69,340827.0
ONON,2024-02-21,31.57,32.09,31.19,32.0,3301645.0
AFYA,2024-02-21,19.69,20.01,19.43,19.83,100318.0
EDU,2024-02-21,88.21,90.81,88.01,90.0,1594893.0
NMM,2024-02-22,33.52,33.59,32.4237,32.97,213715.0
ONON,2024-02-22,32.26,32.6,31.95,32.35,3496668.0
PRSO,2024-02-22,1.71,1.7999,1.63,1.65,259253.0
AFYA,2024-02-22,20.5,20.58,19.79,19.87,105788.0
MTN,2024-02-22,236.85,236.92,231.3255,232.71,398812.0
GRND,2024-02-22,8.47,8.515,8.33,8.41,138299.0
EDU,2024-02-22,89.95,90.8,87.87,90.55,3599865.0
AFYA,2024-02-23,19.99,20.45,19.99,20.45,60121.0
EDU,2024-02-23,91.61,91.86,90.3601,91.0,1633173.0
ONON,2024-02-23,32.2,32.92,31.645,32.21,2998049.0
GRND,2024-02-23,8.58,8.66,8.385,8.45,143440.0
PRSO,2024-02-23,1.53,1.6712,1.5,1.66,141729.0
MTN,2024-02-23,234.98,236.635,233.15,236.17,286614.0
NMM,2024-02-23,33.69,33.855,33.32,33.51,162299.0
GRND,2024-02-26,8.5,8.66,8.48,8.55,201402.0
AFYA,2024-02-26,20.05,20.2,19.7378,19.92,35185.0
ONON,2024-02-26,32.79,33.3,32.385,32.44,3583293.0
EDU,2024-02-26,92.04,95.0,91.29,91.43,1706223.0
MTN,2024-02-26,227.49,234.22,226.5501,234.22,331204.0
NMM,2024-02-26,33.56,33.62,32.75,33.61,175200.0
PRSO,2024-02-26,1.58,1.59,1.5201,1.54,102626.0
NMM,2024-02-27,33.59,33.92,33.2,33.92,96720.0
AFYA,2024-02-27,20.38,20.4533,19.97,19.97,35256.0
GRND,2024-02-27,8.55,8.63,8.45,8.54,370515.0
EDU,2024-02-27,92.59,94.13,90.55,93.04,1349757.0
ONON,2024-02-27,34.1,34.24,32.78,33.0,6471185.0
PRSO,2024-02-27,1.55,1.64,1.45,1.59,88705.0
MTN,2024-02-27,229.04,230.38,227.94,227.96,241807.0
NMM,2024-02-28,34.11,34.4447,33.6,33.6,125013.0
AFYA,2024-02-28,20.78,20.81,20.33,20.36,79174.0
GRND,2024-02-28,8.27,8.58,8.27,8.49,260108.0
PRSO,2024-02-28,1.53,1.57,1.5,1.5,112283.0
ONON,2024-02-28,34.25,34.52,33.76,33.95,3136303.0
MTN,2024-02-28,230.01,230.505,226.6459,226.83,268589.0
EDU,2024-02-28,91.8,92.0,90.645,91.05,821491.0
PRSO,2024-02-29,1.58,1.64,1.5312,1.6,82789.0
MTN,2024-02-29,230.31,231.51,229.29,230.66,516867.0
ONON,2024-02-29,35.02,35.58,34.355,34.78,4906237.0
NMM,2024-02-29,34.13,34.5,33.94,34.37,149770.0
AFYA,2024-02-29,20.64,21.0699,20.62,20.94,79391.0
GRND,2024-02-29,8.28,8.48,8.2,8.38,436985.0
EDU,2024-02-29,93.53,95.84,92.86,94.77,1062419.0
ONON,2024-03-01,34.65,35.125,34.31,35.07,5013284.0
GRND,2024-03-01,8.09,8.38,8.01,8.3,463346.0
AFYA,2024-03-01,20.58,20.8,20.4,20.8,77176.0
PRSO,2024-03-01,1.68,1.7,1.595,1.62,75853.0
MTN,2024-03-01,230.55,230.92,227.3,230.0,381129.0
NMM,2024-03-01,34.35,34.87,34.1501,34.19,121162.0
EDU,2024-03-01,96.04,97.29,94.67,94.91,1167913.0
EDU,2024-03-04,96.31,98.2,95.425,98.0,1363302.0
PRSO,2024-03-04,1.75,1.82,1.69,1.82,191027.0
AFYA,2024-03-04,20.44,20.68,20.39,20.58,55727.0
NMM,2024-03-04,33.76,34.82,33.63,34.4,121414.0
MTN,2024-03-04,217.93,229.46,216.04,229.46,865326.0
GRND,2024-03-04,8.33,8.35,7.93,8.11,589845.0
ONON,2024-03-04,34.03,34.72,33.94,34.5,7222569.0
PRSO,2024-03-05,1.61,1.75,1.61,1.75,72460.0
ONON,2024-03-05,33.03,33.96,32.58,33.9,6446576.0
AFYA,2024-03-05,20.29,20.52,20.062,20.31,75526.0
MTN,2024-03-05,219.06,221.91,215.74,218.22,548142.0
EDU,2024-03-05,94.77,95.1,93.7645,94.74,1008766.0
GRND,2024-03-05,8.16,8.5,8.1,8.34,762380.0
NMM,2024-03-05,33.18,33.8999,33.07,33.76,60009.0
PRSO,2024-03-06,1.57,1.65,1.51,1.65,118586.0
EDU,2024-03-06,95.13,97.305,92.48,96.32,1834950.0
NMM,2024-03-06,36.38,36.42,32.82,33.24,686324.0
MTN,2024-03-06,228.71,235.81,228.07,230.19,1020082.0
ONON,2024-03-06,32.64,33.48,32.07,33.48,5949105.0
AFYA,2024-03-06,20.23,20.63,20.21,20.43,45412.0
GRND,2024-03-06,8.25,8.415,7.97,8.25,572123.0
MTN,2024-03-07,226.08,229.34,225.53,229.08,461507.0
AFYA,2024-03-07,20.19,20.36,20.015,20.24,46856.0
ONON,2024-03-07,32.02,32.75,31.94,32.26,4112394.0
NMM,2024-03-07,40.89,40.97,38.25,38.68,854241.0
EDU,2024-03-07,90.47,93.9105,89.76,93.11,2243620.0
GRND,2024-03-07,8.71,8.78,8.24,8.35,1338915.0
PRSO,2024-03-07,1.64,1.72,1.575,1.575,132904.0
MTN,2024-03-08,223.76,225.79,218.15,221.9,720663.0
NMM,2024-03-08,44.3,44.33,41.4,41.5,513793.0
EDU,2024-03-08,90.17,91.87,87.09,90.0,2687256.0
GRND,2024-03-08,9.35,9.67,9.05,9.33,1352025.0
ONON,2024-03-08,33.09,33.18,32.385,32.62,6576098.0
AFYA,2024-03-08,20.71,20.92,20.074,20.22,131873.0
PRSO,2024-03-08,1.83,1.85,1.61,1.63,597897.0
