close,high,low,open,priceDate,symbol,volume,id,key,subkey,date,updated,changeOverTime,marketChangeOverTime,uOpen,uClose,uHigh,uLow,uVolume,fOpen,fClose,fHigh,fLow,fVolume,label,change,changePercent,Ticker
653.22,660.255,650.355,656.62,2023-11-06,BLK,469385.0,HISTORICAL_PRICES,BLK,,2023-11-06,1702073971000,0.0,0.0,656.62,653.22,660.255,650.355,469385,652.268,648.89,655.878,646.044,469385.0,"Nov 6, 23",0.0,0.0,BLK
648.59,653.5,646.905,652.82,2023-11-07,BLK,440812.0,HISTORICAL_PRICES,BLK,,2023-11-07,1702073975000,-0.0070879642386944604,-0.0070879642386944604,652.82,648.59,653.5,646.905,440812,648.493,644.291,649.168,642.617,440812.0,"Nov 7, 23",-4.6299999999999955,-0.0071,BLK
654.95,655.66,648.43,648.43,2023-11-08,BLK,482206.0,HISTORICAL_PRICES,BLK,,2023-11-08,1702073986000,0.002648418603227118,0.002648418603227118,648.43,654.95,655.66,648.43,482206,644.132,650.609,651.314,644.132,482206.0,"Nov 8, 23",6.360000000000014,0.0098,BLK
651.82,660.6,650.63,656.73,2023-11-09,BLK,437166.0,HISTORICAL_PRICES,BLK,,2023-11-09,1702074009000,-0.002143228927466975,-0.002143228927466975,656.73,651.82,660.6,650.63,437166,652.377,647.499,656.221,646.317,437166.0,"Nov 9, 23",-3.1299999999999955,-0.0048,BLK
665.0,665.45,653.876,656.58,2023-11-10,BLK,522796.0,HISTORICAL_PRICES,BLK,,2023-11-10,1702073999000,0.018033740546829508,0.018033740546829508,656.58,665.0,665.45,653.876,522796,652.228,660.592,661.039,649.542,522796.0,"Nov 10, 23",13.17999999999995,0.0202,BLK
661.45,664.37,658.135,660.82,2023-11-13,BLK,356389.0,HISTORICAL_PRICES,BLK,,2023-11-13,1702074002000,0.012599124337895376,0.012599124337895376,660.82,661.45,664.37,658.1351,356389,656.44,657.066,659.966,653.773,356389.0,"Nov 13, 23",-3.5499999999999545,-0.0053,BLK
697.35,699.07,673.0,673.0,2023-11-14,BLK,1011079.0,HISTORICAL_PRICES,BLK,,2023-11-14,1702073991000,0.0675576375493708,0.0675576375493708,673.0,697.35,699.07,673.0,1011079,668.539,692.728,694.436,668.539,1011079.0,"Nov 14, 23",35.89999999999998,0.0543,BLK
708.84,711.32,697.7,698.17,2023-11-15,BLK,747461.0,HISTORICAL_PRICES,BLK,,2023-11-15,1702073961000,0.08514742353265363,0.08514742353265363,698.17,708.84,711.32,697.7001,747461,693.542,704.141,706.605,693.075,747461.0,"Nov 15, 23",11.490000000000009,0.0165,BLK
714.9,715.1,708.75,709.34,2023-11-16,BLK,559046.0,HISTORICAL_PRICES,BLK,,2023-11-16,1702073991000,0.09442454303297503,0.09442454303297503,709.34,714.9,715.1,708.7501,559046,704.638,710.161,710.36,704.052,559046.0,"Nov 16, 23",6.059999999999945,0.0085,BLK
716.86,720.84,713.65,719.84,2023-11-17,BLK,715619.0,HISTORICAL_PRICES,BLK,,2023-11-17,1702073980000,0.0974250635314289,0.0974250635314289,719.84,716.86,720.84,713.65,715619,715.068,712.108,716.062,708.92,715619.0,"Nov 17, 23",1.9600000000000364,0.0027,BLK
720.92,721.66,712.11,714.39,2023-11-20,BLK,668329.0,HISTORICAL_PRICES,BLK,,2023-11-20,1702073982000,0.10364042742108313,0.10364042742108313,714.39,720.92,721.66,712.11,668329,709.655,716.141,716.876,707.39,668329.0,"Nov 20, 23",4.059999999999945,0.0057,BLK
724.64,726.6,718.725,719.8,2023-11-21,BLK,642960.0,HISTORICAL_PRICES,BLK,,2023-11-21,1702073981000,0.10933529285692409,0.10933529285692409,719.8,724.64,726.6,718.725,642960,715.029,719.837,721.784,713.961,642960.0,"Nov 21, 23",3.7200000000000273,0.0052,BLK
727.14,730.28,725.975,727.0,2023-11-22,BLK,498141.0,HISTORICAL_PRICES,BLK,,2023-11-22,1702073991000,0.11316248737025804,0.11316248737025804,727.0,727.14,730.28,725.975,498141,722.181,722.32,725.439,721.163,498141.0,"Nov 22, 23",2.5,0.0034,BLK
730.1,730.74,726.64,726.72,2023-11-24,BLK,279619.0,HISTORICAL_PRICES,BLK,,2023-11-24,1702073999000,0.11769388567404548,0.11769388567404548,726.72,730.1,730.74,726.64,279619,721.903,725.26,725.896,721.823,279619.0,"Nov 24, 23",2.9600000000000364,0.0041,BLK
730.68,732.05,724.54,727.2,2023-11-27,BLK,868110.0,HISTORICAL_PRICES,BLK,,2023-11-27,1702073969000,0.11858179480113885,0.11858179480113885,727.2,730.68,732.05,724.54,868110,722.38,725.837,727.198,719.737,868110.0,"Nov 27, 23",0.5799999999999272,0.0008,BLK
736.76,738.83,725.86,725.86,2023-11-28,BLK,610257.0,HISTORICAL_PRICES,BLK,,2023-11-28,1702073969000,0.12788953185756707,0.12788953185756707,725.86,736.76,738.83,725.86,610257,721.049,731.876,733.933,721.049,610257.0,"Nov 28, 23",6.080000000000041,0.0083,BLK
747.3,751.27,742.28,742.28,2023-11-29,BLK,750055.0,HISTORICAL_PRICES,BLK,,2023-11-29,1702073957000,0.14402498392578292,0.14402498392578292,742.28,747.3,751.27,742.28,750055,737.36,742.346,746.29,737.36,750055.0,"Nov 29, 23",10.539999999999964,0.0143,BLK
751.23,751.89,744.69,748.16,2023-11-30,BLK,961321.0,HISTORICAL_PRICES,BLK,,2023-11-30,1702073961000,0.150041333700744,0.150041333700744,748.16,751.23,751.89,744.69,961321,743.201,746.25,746.906,739.754,961321.0,"Nov 30, 23",3.9300000000000637,0.0053,BLK
756.35,761.38,748.66,750.0,2023-12-01,BLK,746714.0,HISTORICAL_PRICES,BLK,,2023-12-01,1702073957000,0.15787942806405192,0.15787942806405192,750.0,756.35,761.38,748.66,746714,745.029,751.336,756.333,743.697,746714.0,"Dec 1, 23",5.1200000000000045,0.0068,BLK
756.43,757.915,749.5,751.84,2023-12-04,BLK,767881.0,HISTORICAL_PRICES,BLK,,2023-12-04,1702073977000,0.1580018982884785,0.1580018982884785,751.84,756.43,757.915,749.5,767881,746.856,751.416,752.891,744.532,767881.0,"Dec 4, 23",0.07999999999992724,0.0001,BLK
754.3,755.62,748.178,755.62,2023-12-05,BLK,860677.0,HISTORICAL_PRICES,BLK,,2023-12-05,1702073992000,0.15474112856311797,0.15474112856311797,755.62,754.3,755.62,748.1775,860677,750.611,749.3,750.611,743.218,860677.0,"Dec 5, 23",-2.1299999999999955,-0.0028,BLK
743.07,756.59,742.46,754.52,2023-12-06,BLK,624791.0,HISTORICAL_PRICES,BLK,,2023-12-06,1702074620000,0.13754937080922203,0.13754937080922203,754.52,743.07,756.59,742.46,624791,754.52,743.07,756.59,742.46,624791.0,"Dec 6, 23",-11.229999999999905,-0.0149,BLK
745.44,749.89,742.6038,745.44,2023-12-07,BLK,784364.0,HISTORICAL_PRICES,BLK,,2023-12-07,1702074613000,0.14117755120786263,0.14117755120786263,745.44,745.44,749.89,742.6038,784364,745.44,745.44,749.89,742.6038,784364.0,"Dec 7, 23",2.3700000000000045,0.0032,BLK
744.73,747.79,742.2232,743.15,2023-12-08,BLK,456111.0,HISTORICAL_PRICES,BLK,,2023-12-08,1702089088000,0.14009062796607571,0.14009062796607571,743.15,744.73,747.79,742.2232,456111,743.15,744.73,747.79,742.2232,456111.0,"Dec 8, 23",-0.7100000000000364,-0.001,BLK
752.41,755.225,744.3225,745.8,2023-12-11,BLK,781291.0,HISTORICAL_PRICES,BLK,,2023-12-11,1702346420000,0.15184776951103754,0.15184776951103754,745.8,752.41,755.225,744.3225,781291,745.8,752.41,755.225,744.3225,781291.0,"Dec 11, 23",7.67999999999995,0.0103,BLK
759.29,759.44,752.67,755.0,2023-12-12,BLK,607732.0,HISTORICAL_PRICES,BLK,,2023-12-12,1702432856000,0.16238020881173254,0.16238020881173254,755.0,759.29,759.44,752.67,607732,755.0,759.29,759.44,752.67,607732.0,"Dec 12, 23",6.8799999999999955,0.0091,BLK
773.43,777.1899,754.81,759.0,2023-12-13,BLK,600130.0,HISTORICAL_PRICES,BLK,,2023-12-13,1702519250000,0.18402682097914932,0.18402682097914932,759.0,773.43,777.1899,754.81,600130,759.0,773.43,777.1899,754.81,600130.0,"Dec 13, 23",14.139999999999986,0.0186,BLK
807.13,807.6,781.94,782.93,2023-12-14,BLK,1197486.0,HISTORICAL_PRICES,BLK,,2023-12-14,1702605709000,0.23561740301889098,0.23561740301889098,782.93,807.13,807.6,781.94,1197486,782.93,807.13,807.6,781.94,1197486.0,"Dec 14, 23",33.700000000000045,0.0436,BLK
819.0,819.0,789.47,791.9,2023-12-15,BLK,2702962.0,HISTORICAL_PRICES,BLK,,2023-12-15,1702693931000,0.25378892256820057,0.25378892256820057,791.9,819.0,819.0,789.47,2702962,791.9,819.0,819.0,789.47,2702962.0,"Dec 15, 23",11.870000000000005,0.0147,BLK
796.44,815.0,795.795,812.0,2023-12-18,BLK,916400.0,HISTORICAL_PRICES,BLK,,2023-12-18,1702951284000,0.21925231927987512,0.21925231927987512,812.0,796.44,815.0,795.795,916400,812.0,796.44,815.0,795.795,916400.0,"Dec 18, 23",-22.559999999999945,-0.0275,BLK
801.38,814.415,798.95,801.07,2023-12-19,BLK,756497.0,HISTORICAL_PRICES,BLK,,2023-12-19,1703050242000,0.2268148556382229,0.2268148556382229,801.07,801.38,814.415,798.95,756497,801.07,801.38,814.415,798.95,756497.0,"Dec 19, 23",4.939999999999941,0.0062,BLK
789.23,805.41,788.84,797.76,2023-12-20,BLK,547939.0,HISTORICAL_PRICES,BLK,,2023-12-20,1703124033000,0.20821469030341996,0.20821469030341996,797.76,789.23,805.41,788.84,547939,797.76,789.23,805.41,788.84,547939.0,"Dec 20, 23",-12.149999999999977,-0.0152,BLK
799.1,799.365,791.66,795.0,2023-12-21,BLK,341139.0,HISTORICAL_PRICES,BLK,,2023-12-21,1703210415000,0.22332445424206238,0.22332445424206238,795.0,799.1,799.365,791.66,341139,795.0,799.1,799.365,791.66,341139.0,"Dec 21, 23",9.870000000000005,0.0125,BLK
802.42,807.515,800.15,801.98,2023-12-22,BLK,426577.0,HISTORICAL_PRICES,BLK,,2023-12-22,1703305837000,0.22840696855576975,0.22840696855576975,801.98,802.42,807.515,800.15,426577,801.98,802.42,807.515,800.15,426577.0,"Dec 22, 23",3.3199999999999363,0.0042,BLK
806.61,809.1,803.44,803.44,2023-12-26,BLK,280569.0,HISTORICAL_PRICES,BLK,,2023-12-26,1703642445000,0.23482134656011755,0.23482134656011755,803.44,806.61,809.1,803.44,280569,803.44,806.61,809.1,803.44,280569.0,"Dec 26, 23",4.190000000000055,0.0052,BLK
813.25,813.25,808.63,809.17,2023-12-27,BLK,297967.0,HISTORICAL_PRICES,BLK,,2023-12-27,1703732426000,0.24498637518753247,0.24498637518753247,809.17,813.25,813.25,808.63,297967,809.17,813.25,813.25,808.63,297967.0,"Dec 27, 23",6.639999999999986,0.0082,BLK
814.41,817.62,809.88,809.88,2023-12-28,BLK,311470.0,HISTORICAL_PRICES,BLK,,2023-12-28,1703815267000,0.24676219344171937,0.24676219344171937,809.88,814.41,817.62,809.88,311470,809.88,814.41,817.62,809.88,311470.0,"Dec 28, 23",1.1599999999999682,0.0014,BLK
811.8,816.17,808.6375,812.6,2023-12-29,BLK,318557.0,HISTORICAL_PRICES,BLK,,2023-12-29,1703903425000,0.24276660236979872,0.24276660236979872,812.6,811.8,816.17,808.6375,318557,812.6,811.8,816.17,808.6375,318557.0,"Dec 29, 23",-2.6100000000000136,-0.0032,BLK
800.3,808.14,795.425,804.15,2024-01-02,BLK,660044.0,HISTORICAL_PRICES,BLK,,2024-01-02,1704247245000,0.22516150760846257,0.22516150760846257,804.15,800.3,808.14,795.425,660044,804.15,800.3,808.14,795.425,660044.0,"Jan 2, 24",-11.5,-0.0142,BLK
784.15,792.41,782.327,792.41,2024-01-03,BLK,638734.0,HISTORICAL_PRICES,BLK,,2024-01-03,1704333642000,0.20043783105232532,0.20043783105232532,792.41,784.15,792.41,782.327,638734,792.41,784.15,792.41,782.327,638734.0,"Jan 3, 24",-16.149999999999977,-0.0202,BLK
785.95,792.485,782.73,783.26,2024-01-04,BLK,580186.0,HISTORICAL_PRICES,BLK,,2024-01-04,1704420040000,0.20319341110192587,0.20319341110192587,783.26,785.95,792.485,782.73,580186,783.26,785.95,792.485,782.73,580186.0,"Jan 4, 24",1.8000000000000682,0.0023,BLK
